"","reference_area","ref_area","decade","var","contr_total","contr_unit_labor_cost","contr_unit_profit","contr_unit_tax","inflation_cpi","inflation_def"
"131","Germany","DEU",NA,"mean",2.62573158620232,2.52686362934314,1.35780395409911,-1.25893599723994,0.152601258743235,1.77952026327702
"132","Germany","DEU",NA,"sd",0.933058833855624,1.71384337456554,1.03265587498257,0.581925424548003,1.12458003420487,1.03888214909757
"133","Greece","GRC","1990-1999","mean",5.83137787748584,2.00342414305957,2.84704481761092,0.980908916815356,5.28968054780499,5.77172692562843
"134","Greece","GRC","1990-1999","sd",1.51226744229718,0.480741824886694,1.46134211443209,0.530325557908108,2.12061531604127,1.54566744000096
"135","Greece","GRC","2000-2009","mean",3.22714401365539,1.63215514414122,1.28193495183376,0.313053917680399,3.15925608635279,3.10273030708562
"136","Greece","GRC","2000-2009","sd",1.15419383551913,1.2091635593228,1.35771756899611,0.798071297761343,0.86127161071072,1.12132251073816
"137","Greece","GRC","2010-2019","mean",0.179156695790216,0.177124030918962,-0.556277181661793,0.558309846533046,0.676915339139886,0.0416158164406971
"138","Greece","GRC","2010-2019","sd",1.9929508698561,1.17309179743946,1.50183856132136,1.0137351607931,2.08928154701994,1.95790142818646
"139","Greece","GRC","2020-","mean",4.89867128802836,0.264563035319699,2.75436349272405,1.87974475998461,4.51257332723267,4.31640009360867
"140","Greece","GRC","2020-","sd",3.01948511949918,1.28603532196507,2.41300698300146,2.59748742246132,3.91821879564065,2.94160739071095
"141","Greece","GRC",NA,"mean",0.827873086667767,2.17028278218871,1.14518612424849,-2.48759581976944,-1.24340734153219,-0.523182851043999
"142","Greece","GRC",NA,"sd",1.11969408589049,1.46494445783482,0.926793143846174,1.25013962407126,1.10687882173209,0.452862226858503
"143","Hungary","HUN","1990-1999","mean",16.2863922018544,6.55624965097277,7.62747179292454,2.10267075795708,16.540511814218,16.142774233885
"144","Hungary","HUN","1990-1999","sd",6.41125952221865,2.72305948737297,3.31898841025965,2.10679506542086,5.50717979616815,6.03288802938578
"145","Hungary","HUN","2000-2009","mean",6.30618532941812,2.92762846388468,2.3327684995246,1.04578836600884,6.13481284058131,6.01403908890368
"146","Hungary","HUN","2000-2009","sd",3.22027722521502,1.73424925885868,2.0891391171157,1.70598642419834,2.31486736003595,3.2038795216366
"147","Hungary","HUN","2010-2019","mean",3.26969939291748,1.07361410715698,1.46378031832009,0.732304967440404,2.48348057538773,3.1492083523045
"148","Hungary","HUN","2010-2019","sd",1.36323688475108,0.876838432470524,1.13078033061807,0.898295671599901,2.02834546015618,1.35953066901182
"149","Hungary","HUN","2020-","mean",11.7334286911093,4.47428828102648,5.61199791004736,1.64714250003547,11.1604416588951,11.2032325541388
"150","Hungary","HUN","2020-","sd",4.72208877759827,2.80294641428069,4.2436285268711,1.78400607953021,7.75415515613946,4.37289115847908
"151","Hungary","HUN",NA,"mean",6.33886447960647,2.81822989989182,3.03031772419369,0.490316855520957,3.33236305048545,6.63586350388456
"152","Hungary","HUN",NA,"sd",0.634461889907383,1.94436665773384,1.87843268924353,0.326437350086585,0.839281866821258,0.913143065905987
"153","Israel","ISR","2000-2009","mean",NA,NA,1.3855249588575,NA,2.78764880575778,2.26872972964185
"154","Israel","ISR","2000-2009","sd",NA,NA,2.99110856460911,NA,2.02640505943589,1.98842525179919
"155","Israel","ISR","2010-2019","mean",NA,NA,0.485531668507875,NA,1.06781306279808,1.3668315068136
"156","Israel","ISR","2010-2019","sd",NA,NA,1.05032739566131,NA,1.33399601482569,1.32731925747614
"157","Israel","ISR","2020-","mean",NA,NA,1.48864756102916,NA,3.34025555123728,3.50512763352972
"158","Israel","ISR","2020-","sd",NA,NA,2.53125721825578,NA,1.78834013333561,1.68640326759207
"159","Israel","ISR",NA,"mean",NA,NA,4.67858312252081,NA,-0.612847414213077,0.923492708763124
"160","Israel","ISR",NA,"sd",NA,NA,2.61675060351174,NA,0.534016518636241,0.448723627018989
"161","Italy","ITA","1990-1999","mean",3.02174462996654,0.797689165412731,0.84592772631065,1.37812773824316,2.42048692397432,2.13115451408526
"162","Italy","ITA","1990-1999","sd",1.32891443465082,1.2042497838121,1.07918647501873,1.76708447819673,1.07805453503533,0.665102611913308
"163","Italy","ITA","2000-2009","mean",2.52816012239136,1.21417407177248,1.10321972813149,0.210766322487397,2.27008085764863,2.48783501413296
"164","Italy","ITA","2000-2009","sd",0.725595147745885,0.786915454189235,0.7441103201438,0.476437962969229,0.712380941092521,0.730807792251604
"165","Italy","ITA","2010-2019","mean",1.12682485647932,0.424114328883375,0.45051137060999,0.252199156985952,1.17328662127764,1.09172891710103
"166","Italy","ITA","2010-2019","sd",0.46786995291033,0.334726886450731,0.672980287405099,0.579248874925448,1.06672970125897,0.454445026811983
"167","Italy","ITA","2020-","mean",3.40657203665148,0.938605576888881,1.9623860668314,0.505580392931198,4.62894374467421,3.34070617301106
"168","Italy","ITA","2020-","sd",1.97721470527628,0.897754913623851,1.76778625994064,0.524307608940956,3.66736986849934,1.97430760316438
"169","Italy","ITA",NA,"mean",1.69997723781476,1.45674398650706,1.02322103565377,-0.779987784346065,-0.137157108849156,1.58803739912149
"170","Italy","ITA",NA,"sd",0.612596488834706,0.652262003228865,0.419139190170466,0.150595342151749,0.323265067430823,0.5659793195062
