reference_area,ref_area,time,labor_compensation,operating_surplus_mixed_income,taxes_minus_subsidies,gdp
Slovenia,SVN,2016-10-01,5032,3717.2,1410.9,10202.2
Slovenia,SVN,2017-01-01,5109.2,3904.8,1398,10376.6
Slovenia,SVN,2017-04-01,5199.6,3924.3,1437.7,10549.1
Slovenia,SVN,2017-07-01,5299,3955.2,1445.2,10729.2
Slovenia,SVN,2017-10-01,5393.5,4129.5,1478.9,11095.1
Slovenia,SVN,2018-01-01,5484.2,4102.5,1525.7,11125.7
Slovenia,SVN,2018-04-01,5596.3,4144.3,1506.5,11235
Slovenia,SVN,2018-07-01,5691.3,4303.1,1532.4,11539.4
Slovenia,SVN,2018-10-01,5827.6,4323.6,1506.3,11737.9
Slovenia,SVN,2019-01-01,5949.1,4308.3,1586.8,11901.3
Slovenia,SVN,2019-04-01,6052,4287.1,1533.4,11831.2
Slovenia,SVN,2019-07-01,6144.8,4450.4,1570.3,12179.3
Slovenia,SVN,2019-10-01,6211,4462.3,1596,12386.3
Slovenia,SVN,2020-01-01,6163.3,4650.2,1218.4,11802.1
Slovenia,SVN,2020-04-01,6244.9,4046.7,521.7,10717.6
Slovenia,SVN,2020-07-01,6166.4,4365.1,1382,11924.4
Slovenia,SVN,2020-10-01,6539.3,4600.2,772,12008.3
Slovenia,SVN,2021-01-01,6694.2,4560,1202.7,12334.7
Slovenia,SVN,2021-04-01,6858.1,4762.5,1187.3,12743
Slovenia,SVN,2021-07-01,6850.5,4739.1,1561.6,13149
Slovenia,SVN,2021-10-01,6999.2,4956,1612.1,13596.9
Slovenia,SVN,2022-01-01,7126.5,4731,1680.2,13484
Slovenia,SVN,2022-04-01,7314.8,5044.3,1718.2,14019.7
Slovenia,SVN,2022-07-01,7465.8,5386.7,1714.2,14591.1
Slovenia,SVN,2022-10-01,7638.1,5396.1,1629.5,14779.9
Slovenia,SVN,2023-01-01,8009.4,5984.2,1667.3,15583.4
Slovenia,SVN,2023-04-01,8110.8,6174.9,1720.5,16017
Slovenia,SVN,2023-07-01,8245.2,6018.3,1725.5,16037.6
Slovenia,SVN,2023-10-01,8377.8,6167.5,1835.3,16517.6
Slovenia,SVN,2024-01-01,8556.1,5949.5,1946.2,16435.5
Slovenia,SVN,2024-04-01,8700.9,5969,1798.5,16488.7
Spain,ESP,1995-01-01,54094,49311,9204,112609
Spain,ESP,1995-04-01,54686,50093,9518,114297
Spain,ESP,1995-07-01,55184,50747,9644,115575
Spain,ESP,1995-10-01,55827,53135,8816,117778
Spain,ESP,1996-01-01,56495,53040,9896,119431
Spain,ESP,1996-04-01,57540,53794,9809,121143
Spain,ESP,1996-07-01,58620,54751,10131,123502
Spain,ESP,1996-10-01,59740,54795,10335,124870
Spain,ESP,1997-01-01,61195,54207,10689,126091
Spain,ESP,1997-04-01,62209,54323,11130,127662
Spain,ESP,1997-07-01,63511,55548,11378,130437
Spain,ESP,1997-10-01,64793,58619,11369,134781
Spain,ESP,1998-01-01,65817,56539,12004,134360
Spain,ESP,1998-04-01,67073,58191,12257,137521
Spain,ESP,1998-07-01,68259,58790,12749,139798
Spain,ESP,1998-10-01,69306,61055,13519,143880
Spain,ESP,1999-01-01,70622,61022,13176,144820
Spain,ESP,1999-04-01,71679,61847,13408,146934
Spain,ESP,1999-07-01,73191,62813,13757,149761
Spain,ESP,1999-10-01,74896,63215,15616,153727
Spain,ESP,2000-01-01,76848,65712,14750,157310
Spain,ESP,2000-04-01,78323,66347,15507,160177
Spain,ESP,2000-07-01,79984,67809,15308,163101
Spain,ESP,2000-10-01,81008,70482,15491,166981
Spain,ESP,2001-01-01,82547,72286,15833,170666
Spain,ESP,2001-04-01,83252,74282,15755,173289
Spain,ESP,2001-07-01,84953,75824,16209,176986
Spain,ESP,2001-10-01,86144,77011,16862,180017
Spain,ESP,2002-01-01,87472,78570,16750,182792
Spain,ESP,2002-04-01,89027,80082,17138,186247
Spain,ESP,2002-07-01,90417,80978,17526,188921
Spain,ESP,2002-10-01,91735,82661,17388,191784
Spain,ESP,2003-01-01,92945,84326,18305,195576
Spain,ESP,2003-04-01,94153,86603,18486,199242
Spain,ESP,2003-07-01,95584,87431,19142,202157
Spain,ESP,2003-10-01,97329,87932,20447,205708
Spain,ESP,2004-01-01,99220,89570,20468,209258
Spain,ESP,2004-04-01,100494,90697,21424,212615
Spain,ESP,2004-07-01,102078,92144,22382,216604
Spain,ESP,2004-10-01,103884,95319,22379,221582
Spain,ESP,2005-01-01,105152,96284,23489,224925
Spain,ESP,2005-04-01,107996,96943,24677,229616
Spain,ESP,2005-07-01,110073,99313,24741,234127
Spain,ESP,2005-10-01,112224,102005,25225,239454
Spain,ESP,2006-01-01,114491,103017,26442,243950
Spain,ESP,2006-04-01,116809,106153,26257,249219
Spain,ESP,2006-07-01,119132,107602,26975,253709
Spain,ESP,2006-10-01,121526,108334,28238,258098
Spain,ESP,2007-01-01,123686,113192,27293,264171
Spain,ESP,2007-04-01,126033,114380,27362,267775
Spain,ESP,2007-07-01,128401,115105,26373,269879
Spain,ESP,2007-10-01,130987,119391,25338,275716
Spain,ESP,2008-01-01,135614,118733,24032,278379
Spain,ESP,2008-04-01,136626,121235,21755,279616
Spain,ESP,2008-07-01,137440,119666,20989,278095
Spain,ESP,2008-10-01,135546,119957,20839,276342
Spain,ESP,2009-01-01,133925,116196,19762,269883
Spain,ESP,2009-04-01,132668,120588,14824,268080
Spain,ESP,2009-07-01,132556,119420,15691,267667
Spain,ESP,2009-10-01,132504,116433,18423,267360
Spain,ESP,2010-01-01,132762,114377,21996,269135
Spain,ESP,2010-04-01,132787,113301,22373,268461
Spain,ESP,2010-07-01,131848,114766,22423,269037
Spain,ESP,2010-10-01,131418,116608,22486,270512
Spain,ESP,2011-01-01,130563,116795,21823,269181
Spain,ESP,2011-04-01,129915,117282,21789,268986
Spain,ESP,2011-07-01,128191,117135,21404,266730
Spain,ESP,2011-10-01,127071,115621,21101,263793
Spain,ESP,2012-01-01,124868,115750,22112,262730
Spain,ESP,2012-04-01,122765,115088,22167,260020
Spain,ESP,2012-07-01,120504,114924,23390,258818
Spain,ESP,2012-10-01,115814,115029,23553,254396
Spain,ESP,2013-01-01,118786,113665,24746,257197
Spain,ESP,2013-04-01,117172,114245,25075,256492
Spain,ESP,2013-07-01,117096,114507,24507,256110
Spain,ESP,2013-10-01,117099,115146,23608,255853
Spain,ESP,2014-01-01,117428,114232,26043,257703
Spain,ESP,2014-04-01,118747,114596,25242,258585
Spain,ESP,2014-07-01,119570,114283,26185,260038
Spain,ESP,2014-10-01,120556,116170,25897,262623
Spain,ESP,2015-01-01,122623,118263,27208,268094
Spain,ESP,2015-04-01,123963,118723,27941,270627
Spain,ESP,2015-07-01,124610,120276,28235,273121
Spain,ESP,2015-10-01,125823,120642,28805,275270
Spain,ESP,2016-01-01,125568,124076,27773,277417
Spain,ESP,2016-04-01,126468,124089,28566,279123
Spain,ESP,2016-07-01,127364,126075,28869,282308
Spain,ESP,2016-10-01,128625,125926,29568,284119
Spain,ESP,2017-01-01,130101,127929,29726,287756
Spain,ESP,2017-04-01,131381,130333,29821,291535
Spain,ESP,2017-07-01,132668,130465,30042,293175
Spain,ESP,2017-10-01,133990,133126,30442,297558
Spain,ESP,2018-01-01,134725,132680,30947,298352
Spain,ESP,2018-04-01,136485,133599,31665,301749
Spain,ESP,2018-07-01,138839,133760,31724,304323
Spain,ESP,2018-10-01,140600,135277,31975,307852
Spain,ESP,2019-01-01,143292,135874,32013,311179
Spain,ESP,2019-04-01,145945,134304,31706,311955
Spain,ESP,2019-07-01,147615,133240,32100,312955
Spain,ESP,2019-10-01,148981,136960,31680,317621
Spain,ESP,2020-01-01,146519,125461,29584,301564
Spain,ESP,2020-04-01,127867,102511,16969,247347
Spain,ESP,2020-07-01,142510,118555,26567,287632
Spain,ESP,2020-10-01,144970,118602,29099,292671
Spain,ESP,2021-01-01,146199,123387,29128,298714
Spain,ESP,2021-04-01,146719,123857,30531,301107
Spain,ESP,2021-07-01,154370,123254,32942,310566
Spain,ESP,2021-10-01,156905,133810,34372,325087
Spain,ESP,2022-01-01,158914,137512,35425,331851
Spain,ESP,2022-04-01,162071,141063,35437,338571
Spain,ESP,2022-07-01,165550,145332,33863,344745
Spain,ESP,2022-10-01,169327,161465,27670,358462
Spain,ESP,2023-01-01,173084,160171,35972,369227
Spain,ESP,2023-04-01,176977,156114,37126,370217
Spain,ESP,2023-07-01,180875,157130,36045,374050
Spain,ESP,2023-10-01,184671,165753,34406,384830
Spain,ESP,2024-01-01,187533,166317,37173,391023
Spain,ESP,2024-04-01,190640,166517,37229,394386
Spain,ESP,2024-07-01,193876,166622,38569,399067
Sweden,SWE,1993-01-01,193980,137132,74429,405541
Sweden,SWE,1993-04-01,190189,144271,74533,408993
Sweden,SWE,1993-07-01,191283,151153,75177,417613
Sweden,SWE,1993-10-01,190253,155215,75939,421407
Sweden,SWE,1994-01-01,196001,157205,75991,429197
Sweden,SWE,1994-04-01,198636,159354,77420,435410
Sweden,SWE,1994-07-01,202302,160360,79056,441718
Sweden,SWE,1994-10-01,207470,166171,80898,454539
Sweden,SWE,1995-01-01,203745,182206,81198,467149
Sweden,SWE,1995-04-01,208299,182072,83493,473864
Sweden,SWE,1995-07-01,208524,184224,85280,478028
Sweden,SWE,1995-10-01,216140,181442,87657,485239
Sweden,SWE,1996-01-01,218641,183124,90695,492460
Sweden,SWE,1996-04-01,222230,168425,91178,481833
Sweden,SWE,1996-07-01,223016,176902,92691,492609
Sweden,SWE,1996-10-01,223022,173087,94797,490906
Sweden,SWE,1997-01-01,227450,178161,94381,499992
Sweden,SWE,1997-04-01,231628,180934,96161,508723
Sweden,SWE,1997-07-01,233520,183472,97150,514142
Sweden,SWE,1997-10-01,233633,193152,100521,527306
Sweden,SWE,1998-01-01,227217,187464,114697,529378
Sweden,SWE,1998-04-01,229192,189766,115689,534647
Sweden,SWE,1998-07-01,234302,186953,118340,539595
Sweden,SWE,1998-10-01,238659,192683,119520,550862
Sweden,SWE,1999-01-01,241177,194512,119482,555171
Sweden,SWE,1999-04-01,244149,190790,123663,558602
Sweden,SWE,1999-07-01,248649,194519,125314,568482
Sweden,SWE,1999-10-01,252019,204071,125221,581311
Sweden,SWE,2000-01-01,265806,196640,120751,583197
Sweden,SWE,2000-04-01,268220,208139,124719,601078
Sweden,SWE,2000-07-01,273680,210654,126643,610977
Sweden,SWE,2000-10-01,277688,210377,125507,613572
Sweden,SWE,2001-01-01,283383,206072,130394,619849
Sweden,SWE,2001-04-01,289906,205006,130289,625201
Sweden,SWE,2001-07-01,292331,204312,129806,626449
Sweden,SWE,2001-10-01,295084,209027,132235,636346
Sweden,SWE,2002-01-01,296455,213489,132336,642280
Sweden,SWE,2002-04-01,298889,217817,134027,650733
Sweden,SWE,2002-07-01,300639,215373,137639,653651
Sweden,SWE,2002-10-01,304741,213747,141148,659636
Sweden,SWE,2003-01-01,306887,225610,140540,673037
Sweden,SWE,2003-04-01,309010,220862,140550,670422
Sweden,SWE,2003-07-01,313105,224885,141565,679555
Sweden,SWE,2003-10-01,312819,228766,142397,683982
Sweden,SWE,2004-01-01,316924,232179,146302,695405
Sweden,SWE,2004-04-01,319742,237882,144555,702179
Sweden,SWE,2004-07-01,322339,242707,145926,710972
Sweden,SWE,2004-10-01,323862,243339,144726,711927
Sweden,SWE,2005-01-01,325948,240055,148416,714419
Sweden,SWE,2005-04-01,329348,244896,149528,723772
Sweden,SWE,2005-07-01,332982,251995,152956,737933
Sweden,SWE,2005-10-01,338771,251433,154499,744703
Sweden,SWE,2006-01-01,341183,265563,152861,759607
Sweden,SWE,2006-04-01,344294,271300,158660,774254
Sweden,SWE,2006-07-01,351847,273989,158612,784448
Sweden,SWE,2006-10-01,355508,281414,161454,798376
Sweden,SWE,2007-01-01,367873,278965,164536,811374
Sweden,SWE,2007-04-01,371257,287942,166503,825702
Sweden,SWE,2007-07-01,376921,282193,169068,828182
Sweden,SWE,2007-10-01,387279,288930,172757,848966
Sweden,SWE,2008-01-01,390320,285466,174623,850409
Sweden,SWE,2008-04-01,396102,276815,177442,850359
Sweden,SWE,2008-07-01,396796,278709,175492,850997
Sweden,SWE,2008-10-01,397287,266821,173378,837486
Sweden,SWE,2009-01-01,394636,261933,171879,828448
Sweden,SWE,2009-04-01,394377,260430,172181,826988
Sweden,SWE,2009-07-01,394959,263027,172433,830419
Sweden,SWE,2009-10-01,395664,270093,172886,838643
Sweden,SWE,2010-01-01,399074,280616,178263,857953
Sweden,SWE,2010-04-01,403807,294597,178541,876945
Sweden,SWE,2010-07-01,408888,305256,180189,894333
Sweden,SWE,2010-10-01,418116,312349,183236,913701
Sweden,SWE,2011-01-01,425132,312170,183395,920697
Sweden,SWE,2011-04-01,429235,311778,183717,924730
Sweden,SWE,2011-07-01,434934,314228,184430,933592
Sweden,SWE,2011-10-01,436897,298572,184338,919807
Sweden,SWE,2012-01-01,441949,297672,186206,925827
Sweden,SWE,2012-04-01,447781,299076,185013,931870
Sweden,SWE,2012-07-01,451548,296194,187058,934800
Sweden,SWE,2012-10-01,455911,289748,190050,935709
Sweden,SWE,2013-01-01,457001,292806,190238,940045
Sweden,SWE,2013-04-01,459071,291116,191994,942181
Sweden,SWE,2013-07-01,465158,297909,192299,955366
Sweden,SWE,2013-10-01,470841,306084,193593,970518
Sweden,SWE,2014-01-01,473451,306093,193694,973238
Sweden,SWE,2014-04-01,479436,309855,197468,986759
Sweden,SWE,2014-07-01,485171,314783,199816,999770
Sweden,SWE,2014-10-01,486211,326444,198440,1011095
Sweden,SWE,2015-01-01,493404,333936,205002,1032342
Sweden,SWE,2015-04-01,500544,347804,209180,1057528
Sweden,SWE,2015-07-01,504940,344057,213477,1062474
Sweden,SWE,2015-10-01,509720,349421,218485,1077626
Sweden,SWE,2016-01-01,517397,339423,223384,1080204
Sweden,SWE,2016-04-01,520719,342266,227006,1089991
Sweden,SWE,2016-07-01,528914,344980,230296,1104190
Sweden,SWE,2016-10-01,539525,345557,234047,1119129
Sweden,SWE,2017-01-01,541789,353669,235888,1131346
Sweden,SWE,2017-04-01,546786,354991,238347,1140124
Sweden,SWE,2017-07-01,555960,352988,239414,1148362
Sweden,SWE,2017-10-01,564289,355338,243827,1163454
Sweden,SWE,2018-01-01,572719,358219,246610,1177548
Sweden,SWE,2018-04-01,582257,361977,249338,1193572
Sweden,SWE,2018-07-01,587266,365406,249820,1202492
Sweden,SWE,2018-10-01,594255,377872,250267,1222394
Sweden,SWE,2019-01-01,597076,386756,253121,1236953
Sweden,SWE,2019-04-01,603348,398512,254282,1256142
Sweden,SWE,2019-07-01,609249,398022,256061,1263332
Sweden,SWE,2019-10-01,612638,409874,259084,1281596
Sweden,SWE,2020-01-01,617011,422544,254333,1293888
Sweden,SWE,2020-04-01,600972,391859,198131,1190962
Sweden,SWE,2020-07-01,608775,394740,245249,1248764
Sweden,SWE,2020-10-01,620797,418106,246920,1285823
Sweden,SWE,2021-01-01,639077,423611,254012,1316700
Sweden,SWE,2021-04-01,644259,439127,256359,1339745
Sweden,SWE,2021-07-01,653652,451667,260553,1365872
Sweden,SWE,2021-10-01,664744,480939,284104,1429787
Sweden,SWE,2022-01-01,671446,463790,277209,1412445
Sweden,SWE,2022-04-01,687245,475028,292989,1455262
Sweden,SWE,2022-07-01,694014,496288,289298,1479600
Sweden,SWE,2022-10-01,703654,482995,319937,1506586
Sweden,SWE,2023-01-01,720138,513380,300909,1534427
Sweden,SWE,2023-04-01,729900,502880,307353,1540133
Sweden,SWE,2023-07-01,743184,516073,303867,1563124
Sweden,SWE,2023-10-01,748779,514661,307963,1571403
Sweden,SWE,2024-01-01,753530,536873,307273,1597676
Sweden,SWE,2024-04-01,764388,523951,313870,1602209
Switzerland,CHE,1990-01-01,49703.4,38857.5,1959.7,90520.6
Switzerland,CHE,1990-04-01,50355.5,39803,1921,92079.4
Switzerland,CHE,1990-07-01,51050.7,40001,1856.2,92907.9
Switzerland,CHE,1990-10-01,51839.4,40294.4,1750.5,93884.2
Switzerland,CHE,1991-01-01,52903.1,41142.8,1633.7,95679.6
Switzerland,CHE,1991-04-01,54153.5,40048.6,1539,95741.1
Switzerland,CHE,1991-07-01,55085.7,40167.5,1485.8,96739.1
Switzerland,CHE,1991-10-01,55756.4,40406.4,1425.4,97588.2
Switzerland,CHE,1992-01-01,56136.2,41083.8,1414.3,98634.3
Switzerland,CHE,1992-04-01,56145.2,41333.5,1367.7,98846.4
Switzerland,CHE,1992-07-01,56278.6,40414.6,1333.8,98027.1
Switzerland,CHE,1992-10-01,56317.7,40235.2,1347.9,97900.9
Switzerland,CHE,1993-01-01,56386.9,40551.9,1391.4,98330.3
Switzerland,CHE,1993-04-01,56753.8,42054,1425,100232.8
Switzerland,CHE,1993-07-01,57110.2,42692.1,1462.7,101265
Switzerland,CHE,1993-10-01,57346.1,43279,1467.4,102092.5
Switzerland,CHE,1994-01-01,57401.7,44128.1,1424,102953.8
Switzerland,CHE,1994-04-01,57188.7,43549,1426,102163.8
Switzerland,CHE,1994-07-01,57161.3,44547.4,1444.1,103152.8
Switzerland,CHE,1994-10-01,57192.7,44939,1609.5,103741.2
Switzerland,CHE,1995-01-01,57814.4,43629.5,1960,103403.9
Switzerland,CHE,1995-04-01,58473.9,43474.1,2091,104039
Switzerland,CHE,1995-07-01,58939.8,43864.4,2246.7,105050.9
Switzerland,CHE,1995-10-01,59131.9,43672,2183,104986.9
Switzerland,CHE,1996-01-01,58795.8,44337.7,1959.1,105092.6
Switzerland,CHE,1996-04-01,58569.3,45017.5,1977.4,105564.3
Switzerland,CHE,1996-07-01,58531.3,44391.9,1853.1,104776.3
Switzerland,CHE,1996-10-01,59029.4,44246,1854.6,105130.1
Switzerland,CHE,1997-01-01,59286.5,44897.2,1979,106162.8
Switzerland,CHE,1997-04-01,59330,44888.5,2020.9,106239.4
Switzerland,CHE,1997-07-01,59502.7,45842.2,2105.3,107450.2
Switzerland,CHE,1997-10-01,59610.9,46332.4,2135.8,108079
Switzerland,CHE,1998-01-01,60053,47015.9,2138.2,109207.1
Switzerland,CHE,1998-04-01,60328.9,47893.3,2243.4,110465.5
Switzerland,CHE,1998-07-01,60617.6,47370.4,2341.4,110329.4
Switzerland,CHE,1998-10-01,60918.7,46267.5,2489.5,109675.8
Switzerland,CHE,1999-01-01,61037.7,46058.7,2803.2,109899.6
Switzerland,CHE,1999-04-01,61518.5,45919.5,3070.2,110508.2
Switzerland,CHE,1999-07-01,61802.6,46681.8,3431.7,111916.1
Switzerland,CHE,1999-10-01,62363,48627.7,3695.1,114685.8
Switzerland,CHE,2000-01-01,63026.5,48986.7,3841.2,115854.4
Switzerland,CHE,2000-04-01,63603.3,49223.6,3937,116763.9
Switzerland,CHE,2000-07-01,64620.6,50039.4,3974.7,118634.7
Switzerland,CHE,2000-10-01,65413.2,51096.7,3905.8,120415.7
Switzerland,CHE,2001-01-01,66352.2,50544.8,3827.8,120724.8
Switzerland,CHE,2001-04-01,67220.4,50242.2,3641.1,121103.8
Switzerland,CHE,2001-07-01,68630.3,49168.6,3569.5,121368.4
Switzerland,CHE,2001-10-01,69041,48287.8,3437.4,120766.2
Switzerland,CHE,2002-01-01,69518.7,47724.7,3303.5,120546.9
Switzerland,CHE,2002-04-01,70054.6,47194.3,3200.7,120449.6
Switzerland,CHE,2002-07-01,69614.6,48085.1,3124.2,120823.9
Switzerland,CHE,2002-10-01,69815.7,47796.9,3103.1,120715.7
Switzerland,CHE,2003-01-01,69874.7,47694.3,3130.7,120699.7
Switzerland,CHE,2003-04-01,69968.9,47915.8,3151.8,121036.5
Switzerland,CHE,2003-07-01,70031.2,48935.6,3209.5,122176.3
Switzerland,CHE,2003-10-01,70113.7,50455.2,3234.8,123803.6
Switzerland,CHE,2004-01-01,69988.7,50960.7,3365.2,124314.7
Switzerland,CHE,2004-04-01,70239.8,52030.3,3446.4,125716.5
Switzerland,CHE,2004-07-01,70850.6,50893.7,3408.6,125153
Switzerland,CHE,2004-10-01,71448.1,51536.9,3514.9,126499.8
Switzerland,CHE,2005-01-01,71985.9,52142.1,3418.8,127546.8
Switzerland,CHE,2005-04-01,72598.2,53044.2,3417.7,129060.1
Switzerland,CHE,2005-07-01,72985.7,54570.9,3498.7,131055.4
Switzerland,CHE,2005-10-01,73566.5,55957.5,3574.1,133098.1
Switzerland,CHE,2006-01-01,74358,57525.3,3708.1,135591.4
Switzerland,CHE,2006-04-01,75032.1,58639,3791.4,137462.5
Switzerland,CHE,2006-07-01,76026.8,59328.6,3930.4,139285.8
Switzerland,CHE,2006-10-01,77012.2,60694.3,3979.7,141686.1
Switzerland,CHE,2007-01-01,78035.4,61687,4146.8,143869.3
Switzerland,CHE,2007-04-01,79234.3,63293.4,4335.4,146863.1
Switzerland,CHE,2007-07-01,80317.7,63747.5,4525,148590.1
Switzerland,CHE,2007-10-01,81323.5,64034.2,4778.5,150136.1
Switzerland,CHE,2008-01-01,82615.1,64699,5128.8,152443
Switzerland,CHE,2008-04-01,83299.1,65599.1,5314.6,154212.8
Switzerland,CHE,2008-07-01,83891.4,67235.3,4225.9,155352.7
Switzerland,CHE,2008-10-01,84769.3,63202.8,4097.1,152069.2
Switzerland,CHE,2009-01-01,85200.4,59939.3,4195.3,149335
Switzerland,CHE,2009-04-01,85609.7,59545,4323.4,149478.1
Switzerland,CHE,2009-07-01,85675.1,61616,4139.4,151430.5
Switzerland,CHE,2009-10-01,85812.3,62314.8,4364.9,152492
Switzerland,CHE,2010-01-01,85604.7,64101.2,4543.1,154249
Switzerland,CHE,2010-04-01,85795.9,65347.3,4551.7,155694.9
Switzerland,CHE,2010-07-01,86633.9,64923.5,4740,156297.4
Switzerland,CHE,2010-10-01,87219.7,65776.1,4767.6,157763.4
Switzerland,CHE,2011-01-01,88284,65544.6,4635.7,158464.3
Switzerland,CHE,2011-04-01,89427.8,65357,4651.5,159436.3
Switzerland,CHE,2011-07-01,89979.1,64282.8,4555.1,158817
Switzerland,CHE,2011-10-01,90626.4,63944.7,4370.9,158941.9
Switzerland,CHE,2012-01-01,91222.2,64479.4,4366.7,160068.4
Switzerland,CHE,2012-04-01,91683.6,64689.1,4200.7,160573.4
Switzerland,CHE,2012-07-01,92088.8,65116,4098.3,161303.1
Switzerland,CHE,2012-10-01,92516.1,65113,4189.2,161818.4
Switzerland,CHE,2013-01-01,93180.7,64831.3,4225.2,162237.2
Switzerland,CHE,2013-04-01,93764.4,65557.1,4301.8,163623.3
Switzerland,CHE,2013-07-01,94340.3,65776.5,4298.9,164415.7
Switzerland,CHE,2013-10-01,94809,65749.9,4278.3,164837.2
Switzerland,CHE,2014-01-01,94965.8,66065.9,4317.9,165349.6
Switzerland,CHE,2014-04-01,95183.4,66795.4,4317,166295.8
Switzerland,CHE,2014-07-01,95623.3,66890.3,4335.3,166849
Switzerland,CHE,2014-10-01,96245.8,66736.7,4283,167265.6
Switzerland,CHE,2015-01-01,96749.8,65443.1,4272.3,166465.2
Switzerland,CHE,2015-04-01,97191.1,65086,4230.8,166508
Switzerland,CHE,2015-07-01,97497.3,65408.1,4234.1,167139.5
Switzerland,CHE,2015-10-01,97716.2,65708.6,4206,167630.7
Switzerland,CHE,2016-01-01,98138.3,66034.5,4133.8,168306.5
Switzerland,CHE,2016-04-01,98436.9,66805.3,4220.3,169462.6
Switzerland,CHE,2016-07-01,98640.7,67505.3,4106.6,170252.6
Switzerland,CHE,2016-10-01,98698.6,66881.1,4075.3,169655
Switzerland,CHE,2017-01-01,98909.7,66418.1,4296,169623.8
Switzerland,CHE,2017-04-01,99551.4,66051.6,4204,169807
Switzerland,CHE,2017-07-01,100170.9,67261.8,4373.1,171805.7
Switzerland,CHE,2017-10-01,100723.7,68611.1,4286.3,173621.1
Switzerland,CHE,2018-01-01,101323.5,69810.1,4039.2,175172.7
Switzerland,CHE,2018-04-01,101741.5,72263.6,4224.5,178229.6
Switzerland,CHE,2018-07-01,102243.3,71517.3,4168.6,177929.2
Switzerland,CHE,2018-10-01,102873.3,71495.3,4151,178519.6
Switzerland,CHE,2019-01-01,103655.2,70570.3,4203.7,178429.2
Switzerland,CHE,2019-04-01,104609.3,70404.4,4098.8,179112.5
Switzerland,CHE,2019-07-01,105472.4,69947,4031.3,179450.7
Switzerland,CHE,2019-10-01,106462,69797.4,4097.4,180356.8
Switzerland,CHE,2020-01-01,104283.9,68740,4052.7,177076.7
Switzerland,CHE,2020-04-01,100002.8,60911.9,3795.7,164710.4
Switzerland,CHE,2020-07-01,105242.6,67681.5,3703.4,176627.5
Switzerland,CHE,2020-10-01,105481,68792.6,3377,177650.6
Switzerland,CHE,2021-01-01,103772.6,72303.1,3003,179078.7
Switzerland,CHE,2021-04-01,107052.5,74954.4,2984.9,184991.8
Switzerland,CHE,2021-07-01,110644.9,75822.9,3014.7,189482.5
Switzerland,CHE,2021-10-01,111715.1,75958.5,3274,190947.6
Switzerland,CHE,2022-01-01,112740.6,77404.2,3752.6,193897.5
Switzerland,CHE,2022-04-01,113857.9,80216.8,4027.3,198101.9
Switzerland,CHE,2022-07-01,114928.5,80077.1,4137.4,199143
Switzerland,CHE,2022-10-01,116095.8,79612.7,4177.2,199885.7
Switzerland,CHE,2023-01-01,116986.6,79634.2,4230.7,200851.5
Switzerland,CHE,2023-04-01,117850.5,78180.4,4148.4,200179.2
Switzerland,CHE,2023-07-01,118838,78188.8,4031.2,201058
Switzerland,CHE,2023-10-01,119909.3,78113.7,3866.9,201889.9
Switzerland,CHE,2024-01-01,120837.7,79643.4,4470.2,204951.4
Switzerland,CHE,2024-04-01,121876.3,80347.2,4347.5,206571
Türkiye,TUR,1998-01-01,4024.5,10327,1229.9,15581.4
Türkiye,TUR,1998-04-01,4399.7,11184.3,1370.1,16954.1
Türkiye,TUR,1998-07-01,5011.2,12286.4,1550.3,18847.9
Türkiye,TUR,1998-10-01,5620,13276.7,1664.5,20561.3
Türkiye,TUR,1999-01-01,6241.9,14252.8,1843.9,22338.5
Türkiye,TUR,1999-04-01,6981.9,16121.7,2106,25209.7
Türkiye,TUR,1999-07-01,7778.3,17611.9,2440.8,27831
Türkiye,TUR,1999-10-01,8786.5,20139.3,3069.3,31995.1
Türkiye,TUR,2000-01-01,10146.9,23634,4240.6,38021.5
Türkiye,TUR,2000-04-01,11172.4,26078.9,4149.3,41400.7
Türkiye,TUR,2000-07-01,11828.6,27923,4739.3,44490.8
Türkiye,TUR,2000-10-01,12690.8,29872.6,5017.8,47581.2
Türkiye,TUR,2001-01-01,12724.1,32783.9,5670.5,51178.5
Türkiye,TUR,2001-04-01,14659.1,38262.1,6319.7,59240.9
Türkiye,TUR,2001-07-01,16342.2,42447.2,7050.9,65840.4
Türkiye,TUR,2001-10-01,17760.3,45345.5,7900.6,71006.4
Türkiye,TUR,2002-01-01,20072.7,50500.6,8858.8,79432.1
Türkiye,TUR,2002-04-01,21709.2,54991.3,9698.9,86399.4
Türkiye,TUR,2002-07-01,23275.9,59832.7,11123.3,94231.9
Türkiye,TUR,2002-10-01,25354.5,64404.7,12287,102046.2
Türkiye,TUR,2003-01-01,27626.8,68991.9,13410.1,110028.8
Türkiye,TUR,2003-04-01,28846.3,71678.4,14333.5,114858.2
Türkiye,TUR,2003-07-01,30492.9,75166.4,14893.4,120552.7
Türkiye,TUR,2003-10-01,31750.7,79560.8,15420.6,126732.2
Türkiye,TUR,2004-01-01,34380.9,84997.1,16099.9,135477.9
Türkiye,TUR,2004-04-01,35394.2,89353.4,17015.1,141762.7
Türkiye,TUR,2004-07-01,36547.2,94366.6,18035.1,148948.8
Türkiye,TUR,2004-10-01,38659,98012.5,19991.9,156663.4
Türkiye,TUR,2005-01-01,40146.8,102019.8,19392,161558.6
