reference_area,ref_area,Adjustment,time,cpi
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1948-07-01,3.436267
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1948-10-01,3.529139
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1949-01-01,3.622011
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1949-04-01,3.714883
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1949-07-01,3.807755
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1949-10-01,3.807755
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1950-01-01,3.900627
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1950-04-01,3.993499
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1950-07-01,4.086371
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1950-10-01,4.272115
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1951-01-01,4.45786
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1951-04-01,4.736475
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1951-07-01,4.92222
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1951-10-01,5.293708
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1952-01-01,5.479452
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1952-04-01,5.665196
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1952-07-01,5.758068
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1952-10-01,5.85094
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1953-01-01,5.85094
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1953-04-01,5.943812
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1953-07-01,6.036685
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1953-10-01,5.943812
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1954-01-01,6.036685
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1954-04-01,6.036685
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1954-07-01,6.036685
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1954-10-01,6.036685
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1955-01-01,6.036685
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1955-04-01,6.129557
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1955-07-01,6.129557
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1955-10-01,6.222429
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1956-01-01,6.222429
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1956-04-01,6.501045
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1956-07-01,6.593917
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1956-10-01,6.593917
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1957-01-01,6.593917
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1957-04-01,6.686789
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1957-07-01,6.686789
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1957-10-01,6.686789
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1958-01-01,6.686789
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1958-04-01,6.686789
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1958-07-01,6.686789
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1958-10-01,6.779661
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1959-01-01,6.779661
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1959-04-01,6.779661
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1959-07-01,6.872533
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1959-10-01,6.965405
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1960-01-01,6.965405
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1960-04-01,7.058277
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1960-07-01,7.151149
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1960-10-01,7.244021
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1961-01-01,7.244021
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1961-04-01,7.336894
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1961-07-01,7.244021
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1961-10-01,7.244021
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1962-01-01,7.244021
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1962-04-01,7.244021
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1962-07-01,7.244021
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1962-10-01,7.244021
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1963-01-01,7.244021
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1963-04-01,7.244021
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1963-07-01,7.336894
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1963-10-01,7.336894
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1964-01-01,7.429766
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1964-04-01,7.429766
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1964-07-01,7.522637
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1964-10-01,7.61551
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1965-01-01,7.61551
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1965-04-01,7.708382
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1965-07-01,7.801254
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1965-10-01,7.894126
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1966-01-01,7.986998
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1966-04-01,7.986998
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1966-07-01,7.986998
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1966-10-01,8.07987
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1967-01-01,8.172742
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1967-04-01,8.265615
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1967-07-01,8.358486
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1967-10-01,8.358486
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1968-01-01,8.451358
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1968-04-01,8.451358
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1968-07-01,8.54423
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1968-10-01,8.54423
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1969-01-01,8.729975
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1969-04-01,8.729975
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1969-07-01,8.822846
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1969-10-01,8.822846
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1970-01-01,8.915719
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1970-04-01,9.008591
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1970-07-01,9.101462
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1970-10-01,9.287207
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1971-01-01,9.380079
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1971-04-01,9.472951
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1971-07-01,9.751567
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1971-10-01,9.937311
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1972-01-01,10.03018
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1972-04-01,10.12306
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1972-07-01,10.3088
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1972-10-01,10.40167
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1973-01-01,10.58742
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1973-04-01,10.9589
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1973-07-01,11.33039
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1973-10-01,11.70188
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1974-01-01,12.07337
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1974-04-01,12.53773
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1974-07-01,13.18783
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1974-10-01,13.65219
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1975-01-01,14.20943
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1975-04-01,14.67379
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1975-07-01,14.76666
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1975-10-01,15.60251
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1976-01-01,16.06687
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1976-04-01,16.43836
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1976-07-01,16.80984
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1976-10-01,17.83144
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1977-01-01,18.20292
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1977-04-01,18.66729
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1977-07-01,19.03877
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1977-10-01,19.50313
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1978-01-01,19.78175
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1978-04-01,20.15324
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1978-07-01,20.52473
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1978-10-01,20.98909
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1979-01-01,21.36058
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1979-04-01,21.91781
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1979-07-01,22.47504
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1979-10-01,23.12514
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1980-01-01,23.58951
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1980-04-01,24.33248
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1980-07-01,24.70397
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1980-10-01,25.2612
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1981-01-01,25.81844
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1981-04-01,26.37567
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1981-07-01,26.9329
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1981-10-01,28.04737
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1982-01-01,28.6046
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1982-04-01,29.2547
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1982-07-01,30.27629
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1982-10-01,31.20502
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1983-01-01,31.85512
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1983-04-01,32.50522
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1983-07-01,33.06246
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1983-10-01,33.8983
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1984-01-01,33.71256
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1984-04-01,33.80543
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1984-07-01,34.26979
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1984-10-01,34.73415
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1985-01-01,35.19851
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1985-04-01,36.03436
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1985-07-01,36.87021
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1985-10-01,37.61319
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1986-01-01,38.44904
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1986-04-01,39.09914
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1986-07-01,40.12074
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1986-10-01,41.2352
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1987-01-01,42.07105
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1987-04-01,42.72115
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1987-07-01,43.46413
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1987-10-01,44.2071
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1988-01-01,44.95008
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1988-04-01,45.78593
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1988-07-01,46.62178
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1988-10-01,47.5505
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1989-01-01,48.01486
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1989-04-01,49.22219
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1989-07-01,50.33666
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1989-10-01,51.26538
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1990-01-01,52.1941
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1990-04-01,53.02995
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1990-07-01,53.40144
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1990-10-01,54.79452
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1991-01-01,54.70165
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1991-04-01,54.79452
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1991-07-01,55.07314
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1991-10-01,55.63037
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1992-01-01,55.63037
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1992-04-01,55.44463
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1992-07-01,55.5375
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1992-10-01,55.81611
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1993-01-01,56.28047
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1993-04-01,56.46622
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1993-07-01,56.74483
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1993-10-01,56.83771
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1994-01-01,57.11632
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1994-04-01,57.48781
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1994-07-01,57.8593
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1994-10-01,58.32366
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1995-01-01,59.25238
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1995-04-01,60.08823
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1995-07-01,60.8312
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1995-10-01,61.29557
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1996-01-01,61.48131
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1996-04-01,61.94567
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1996-07-01,62.13141
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1996-10-01,62.22429
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1997-01-01,62.31716
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1997-04-01,62.13141
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1997-07-01,61.8528
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1997-10-01,62.03854
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1998-01-01,62.22429
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1998-04-01,62.59578
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1998-07-01,62.68865
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1998-10-01,62.96726
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1999-01-01,62.96726
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1999-04-01,63.24588
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1999-07-01,63.80311
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,1999-10-01,64.1746
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2000-01-01,64.73183
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2000-04-01,65.19619
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2000-07-01,67.70374
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2000-10-01,67.88948
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2001-01-01,68.63246
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2001-04-01,69.18969
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2001-07-01,69.37543
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2001-10-01,70.02554
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2002-01-01,70.67564
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2002-04-01,71.14001
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2002-07-01,71.60436
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2002-10-01,72.06873
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2003-01-01,72.99744
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2003-04-01,72.99744
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2003-07-01,73.46181
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2003-10-01,73.8333
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2004-01-01,74.4834
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2004-04-01,74.85489
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2004-07-01,75.13351
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2004-10-01,75.69073
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2005-01-01,76.24797
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2005-04-01,76.71233
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2005-07-01,77.45531
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2005-10-01,77.82679
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2006-01-01,78.4769
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2006-04-01,79.77711
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2006-07-01,80.52008
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2006-10-01,80.42721
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2007-01-01,80.42721
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2007-04-01,81.44881
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2007-07-01,82.00603
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2007-10-01,82.74902
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2008-01-01,83.86348
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2008-04-01,85.07082
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2008-07-01,86.09241
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2008-10-01,85.81379
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2009-01-01,85.90666
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2009-04-01,86.27815
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2009-07-01,87.114
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2009-10-01,87.57836
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2010-01-01,88.41421
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2010-04-01,88.97144
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2010-07-01,89.62154
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2010-10-01,89.99303
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2011-01-01,91.29324
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2011-04-01,92.12909
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2011-07-01,92.68633
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2011-10-01,92.68633
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2012-01-01,92.7792
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2012-04-01,93.24356
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2012-07-01,94.54376
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2012-10-01,94.72951
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2013-01-01,95.101
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2013-04-01,95.47249
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2013-07-01,96.58695
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2013-10-01,97.32993
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2014-01-01,97.88716
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2014-04-01,98.35152
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2014-07-01,98.81588
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2014-10-01,99.00163
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2015-01-01,99.18737
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2015-04-01,99.83747
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2015-07-01,100.3018
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2015-10-01,100.6733
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2016-01-01,100.4876
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2016-04-01,100.8591
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2016-07-01,101.602
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2016-10-01,102.1593
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2017-01-01,102.6236
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2017-04-01,102.8094
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2017-07-01,103.4595
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2017-10-01,104.1096
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2018-01-01,104.574
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2018-04-01,104.9454
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2018-07-01,105.4098
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2018-10-01,105.967
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2019-01-01,105.967
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2019-04-01,106.6171
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2019-07-01,107.1744
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2019-10-01,107.9173
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2020-01-01,108.2888
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2020-04-01,106.2456
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2020-07-01,107.9173
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2020-10-01,108.8461
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2021-01-01,109.4962
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2021-04-01,110.332
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2021-07-01,111.1679
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2021-10-01,112.6538
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2022-01-01,115.0685
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2022-04-01,117.1117
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2022-07-01,119.2477
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2022-10-01,121.4767
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2023-01-01,123.1484
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2023-04-01,124.17
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2023-07-01,125.6559
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2023-10-01,126.3989
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2024-01-01,127.6062
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2024-04-01,128.9064
Australia,AUS,Neither seasonally adjusted nor calendar adjusted,2024-07-01,129.185
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1958-01-01,15.58076
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1958-04-01,15.96624
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1958-07-01,15.53388
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1958-10-01,15.42969
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1959-01-01,15.51304
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1959-04-01,15.83601
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1959-07-01,15.90373
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1959-10-01,15.92978
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1960-01-01,15.97666
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1960-04-01,16.20066
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1960-07-01,16.18503
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1960-10-01,16.04959
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1961-01-01,16.34131
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1961-04-01,16.65386
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1961-07-01,16.82055
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1961-10-01,16.87786
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1962-01-01,17.12269
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1962-04-01,17.6957
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1962-07-01,17.48733
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1962-10-01,17.31022
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1963-01-01,17.66445
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1963-04-01,18.00826
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1963-07-01,17.86761
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1963-10-01,17.96137
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1964-01-01,18.27913
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1964-04-01,18.60732
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1964-07-01,18.73234
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1964-10-01,18.64899
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1965-01-01,18.78964
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1965-04-01,19.68562
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1965-07-01,19.80544
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1965-10-01,19.64916
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1966-01-01,19.6757
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1966-04-01,19.73534
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1966-07-01,19.94078
Austria,AUT,Neither seasonally adjusted nor calendar adjusted,1966-10-01,20.17935
