reference_area,ref_area,time,chain_linked_valume_index,deflator_index
Argentina,ARG,1993-01-01,55.106585878,NA
Argentina,ARG,1993-04-01,56.678754342,NA
Argentina,ARG,1993-07-01,57.818130973,NA
Argentina,ARG,1993-10-01,58.283829884,NA
Argentina,ARG,1994-01-01,59.112240814,NA
Argentina,ARG,1994-04-01,60.334835392,NA
Argentina,ARG,1994-07-01,60.48711483,NA
Argentina,ARG,1994-10-01,61.237720352,NA
Argentina,ARG,1995-01-01,60.292747763,NA
Argentina,ARG,1995-04-01,58.007469335,NA
Argentina,ARG,1995-07-01,57.783386763,NA
Argentina,ARG,1995-10-01,58.226460912,NA
Argentina,ARG,1996-01-01,59.827490593,NA
Argentina,ARG,1996-04-01,61.160905375,NA
Argentina,ARG,1996-07-01,62.565574409,NA
Argentina,ARG,1996-10-01,63.705685589,NA
Argentina,ARG,1997-01-01,65.043635763,NA
Argentina,ARG,1997-04-01,66.011168874,NA
Argentina,ARG,1997-07-01,67.672813466,NA
Argentina,ARG,1997-10-01,68.587382828,NA
Argentina,ARG,1998-01-01,68.942268736,NA
Argentina,ARG,1998-04-01,70.293196186,NA
Argentina,ARG,1998-07-01,70.07907306,NA
Argentina,ARG,1998-10-01,68.292571041,NA
Argentina,ARG,1999-01-01,67.441745728,NA
Argentina,ARG,1999-04-01,66.67971648,NA
Argentina,ARG,1999-07-01,66.487578545,NA
Argentina,ARG,1999-10-01,67.599796731,NA
Argentina,ARG,2000-01-01,67.369955795,NA
Argentina,ARG,2000-04-01,66.286045656,NA
Argentina,ARG,2000-07-01,66.116893555,NA
Argentina,ARG,2000-10-01,66.319778622,NA
Argentina,ARG,2001-01-01,66.428308392,NA
Argentina,ARG,2001-04-01,65.877074482,NA
Argentina,ARG,2001-07-01,62.816505395,NA
Argentina,ARG,2001-10-01,59.239185233,NA
Argentina,ARG,2002-01-01,56.318090028,NA
Argentina,ARG,2002-04-01,56.556870929,NA
Argentina,ARG,2002-07-01,56.599004276,NA
Argentina,ARG,2002-10-01,57.175780358,NA
Argentina,ARG,2003-01-01,59.288435264,NA
Argentina,ARG,2003-04-01,61.164514072,NA
Argentina,ARG,2003-07-01,62.659153461,NA
Argentina,ARG,2003-10-01,63.83495178,NA
Argentina,ARG,2004-01-01,65.98198172,11.681179396
Argentina,ARG,2004-04-01,65.146843322,12.462331143
Argentina,ARG,2004-07-01,68.438673247,12.03437563
Argentina,ARG,2004-10-01,69.385426247,12.287341199
Argentina,ARG,2005-01-01,71.376779712,12.559845216
Argentina,ARG,2005-04-01,73.052709042,13.221732093
Argentina,ARG,2005-07-01,73.455333346,13.547763913
Argentina,ARG,2005-10-01,74.874900631,14.099999647
Argentina,ARG,2006-01-01,76.848719425,14.694471407
Argentina,ARG,2006-04-01,77.778236151,14.923840886
Argentina,ARG,2006-07-01,79.969389586,15.362900116
Argentina,ARG,2006-10-01,81.722196003,15.792438668
Argentina,ARG,2007-01-01,83.648991382,16.243325352
Argentina,ARG,2007-04-01,85.374448704,16.901138172
Argentina,ARG,2007-07-01,86.54324157,17.792899051
Argentina,ARG,2007-10-01,89.24472935,18.869824128
Argentina,ARG,2008-01-01,90.118286146,20.116674746
Argentina,ARG,2008-04-01,90.524851171,21.419538236
Argentina,ARG,2008-07-01,91.166034569,21.87083691
Argentina,ARG,2008-10-01,86.992041845,22.72736651
Argentina,ARG,2009-01-01,83.878477452,23.276106115
Argentina,ARG,2009-04-01,81.800273887,24.432602888
Argentina,ARG,2009-07-01,85.080566393,25.110094624
Argentina,ARG,2009-10-01,86.806156178,26.446810243
Argentina,ARG,2010-01-01,89.52513149,27.817371099
Argentina,ARG,2010-04-01,93.351112026,28.874497593
Argentina,ARG,2010-07-01,93.844505653,30.727530466
Argentina,ARG,2010-10-01,95.02457301,32.553054148
Argentina,ARG,2011-01-01,97.309926668,34.082409346
Argentina,ARG,2011-04-01,98.367208816,36.385749614
Argentina,ARG,2011-07-01,99.225876725,38.173782491
Argentina,ARG,2011-10-01,99.161719546,39.876836765
Argentina,ARG,2012-01-01,98.220152558,41.902705307
Argentina,ARG,2012-04-01,94.687196674,44.792460315
Argentina,ARG,2012-07-01,97.74452687,46.545244533
Argentina,ARG,2012-10-01,99.368094588,48.445475918
Argentina,ARG,2013-01-01,99.274016142,51.051836346
Argentina,ARG,2013-04-01,99.873753312,54.306669391
Argentina,ARG,2013-07-01,100.532354997,57.524500499
Argentina,ARG,2013-10-01,99.721089373,62.349692671
Argentina,ARG,2014-01-01,98.191477341,70.018760915
Argentina,ARG,2014-04-01,97.403285933,77.365682168
Argentina,ARG,2014-07-01,96.608458302,81.629854408
Argentina,ARG,2014-10-01,97.162576143,87.105575679
Argentina,ARG,2015-01-01,98.517031887,90.682990246
Argentina,ARG,2015-04-01,101.006269468,94.44426039
Argentina,ARG,2015-07-01,100.802410979,103.831848604
Argentina,ARG,2015-10-01,99.674287666,110.963600814
Argentina,ARG,2016-01-01,98.87536667,124.321818404
Argentina,ARG,2016-04-01,97.195491643,138.938420942
Argentina,ARG,2016-07-01,97.461440317,147.259094839
Argentina,ARG,2016-10-01,98.146389982,154.104666549
Argentina,ARG,2017-01-01,99.035525961,163.643534746
Argentina,ARG,2017-04-01,100.006623649,169.490640846
Argentina,ARG,2017-07-01,101.341198401,184.523719515
Argentina,ARG,2017-10-01,102.334816088,193.038366353
Argentina,ARG,2018-01-01,101.697400921,214.739377878
Argentina,ARG,2018-04-01,97.502174376,237.75369749
Argentina,ARG,2018-07-01,97.228908662,264.448729052
Argentina,ARG,2018-10-01,95.748949171,295.749296526
Argentina,ARG,2019-01-01,95.961655054,319.742221264
Argentina,ARG,2019-04-01,96.59862496,353.617026624
Argentina,ARG,2019-07-01,96.526785454,389.267475232
Argentina,ARG,2019-10-01,95.243442342,445.219880413
Argentina,ARG,2020-01-01,90.779169063,482.131358619
Argentina,ARG,2020-04-01,78.160891214,493.149971194
Argentina,ARG,2020-07-01,86.516595939,534.968072116
Argentina,ARG,2020-10-01,90.823268005,596.635691147
Argentina,ARG,2021-01-01,93.595507121,688.615874953
Argentina,ARG,2021-04-01,94.218215817,791.285180035
Argentina,ARG,2021-07-01,96.190564149,832.422180256
Argentina,ARG,2021-10-01,98.433535832,928.597675447
Argentina,ARG,2022-01-01,100.311421414,1051.941215763
Argentina,ARG,2022-04-01,101.666678101,1243.557098087
Argentina,ARG,2022-07-01,101.437742505,1458.981602729
Argentina,ARG,2022-10-01,99.175993952,1767.388014379
Argentina,ARG,2023-01-01,100.686205222,2091.72879626
Argentina,ARG,2023-04-01,97.803012043,2603.789324173
Argentina,ARG,2023-07-01,99.971992831,3464.298349437
Argentina,ARG,2023-10-01,97.644864901,4856.189860197
Argentina,ARG,2024-01-01,95.532653232,7674.254570654
Argentina,ARG,2024-04-01,93.861728455,9521.918755121
Australia,AUS,1960-01-01,14.909207197,6.814844754
Australia,AUS,1960-04-01,15.320565533,6.96775708
Australia,AUS,1960-07-01,15.353736389,6.9892383
Australia,AUS,1960-10-01,15.323544951,7.047573551
Australia,AUS,1961-01-01,15.370619759,7.014882281
Australia,AUS,1961-04-01,15.201587434,6.93405165
Australia,AUS,1961-07-01,15.091547589,6.997539688
Australia,AUS,1961-10-01,15.265148355,6.977075363
Australia,AUS,1962-01-01,15.692198294,6.989246403
Australia,AUS,1962-04-01,15.99311953,7.005660049
Australia,AUS,1962-07-01,16.121631768,7.036044763
Australia,AUS,1962-10-01,16.411628471,7.106391776
Australia,AUS,1963-01-01,16.791404974,7.153366068
Australia,AUS,1963-04-01,16.574106075,7.194177929
Australia,AUS,1963-07-01,17.254406559,7.279448093
Australia,AUS,1963-10-01,17.622464019,7.275495828
Australia,AUS,1964-01-01,17.593067093,7.373601841
Australia,AUS,1964-04-01,18.028856658,7.441572387
Australia,AUS,1964-07-01,18.139492387,7.509124403
Australia,AUS,1964-10-01,18.654733104,7.537052202
Australia,AUS,1965-01-01,18.812642267,7.585278875
Australia,AUS,1965-04-01,19.107803295,7.613615452
Australia,AUS,1965-07-01,19.050598466,7.662081777
Australia,AUS,1965-10-01,19.097276017,7.735304245
Australia,AUS,1966-01-01,19.042057467,7.802562833
Australia,AUS,1966-04-01,19.302259988,7.897017636
Australia,AUS,1966-07-01,19.847493515,8.031517802
Australia,AUS,1966-10-01,19.977992031,8.179263861
Australia,AUS,1967-01-01,20.759394106,8.150999626
Australia,AUS,1967-04-01,20.730195807,8.220128195
Australia,AUS,1967-07-01,21.118910566,8.192395769
Australia,AUS,1967-10-01,21.301846842,8.282329383
Australia,AUS,1968-01-01,21.111759962,8.485132184
Australia,AUS,1968-04-01,21.924743869,8.377402279
Australia,AUS,1968-07-01,22.213548805,8.514420745
Australia,AUS,1968-10-01,23.04262157,8.646259385
Australia,AUS,1969-01-01,22.884116523,8.826577264
Australia,AUS,1969-04-01,23.33758397,8.929917055
Australia,AUS,1969-07-01,23.723120682,9.105547789
Australia,AUS,1969-10-01,24.271333627,9.116927945
Australia,AUS,1970-01-01,24.773067649,9.152806771
Australia,AUS,1970-04-01,25.274205786,9.316783687
Australia,AUS,1970-07-01,25.220973515,9.397369429
Australia,AUS,1970-10-01,25.339157103,9.509463853
Australia,AUS,1971-01-01,25.646434431,9.756894694
Australia,AUS,1971-04-01,25.757666043,9.934431631
Australia,AUS,1971-07-01,26.562903463,10.008800833
Australia,AUS,1971-10-01,26.479082498,10.055221206
Australia,AUS,1972-01-01,26.163065543,10.364045048
Australia,AUS,1972-04-01,26.746038367,10.523864054
Australia,AUS,1972-07-01,26.610574154,10.724078536
Australia,AUS,1972-10-01,26.889249067,10.965763583
Australia,AUS,1973-01-01,27.587227433,11.224063369
Australia,AUS,1973-04-01,27.639665193,11.728671054
Australia,AUS,1973-07-01,27.915757944,12.26354778
Australia,AUS,1973-10-01,28.61373631,12.758789412
Australia,AUS,1974-01-01,28.621880053,13.205922696
Australia,AUS,1974-04-01,28.040893508,13.713505059
Australia,AUS,1974-07-01,28.373595204,14.400231419
Australia,AUS,1974-10-01,28.403588014,15.152661883
Australia,AUS,1975-01-01,28.512436091,15.395052495
Australia,AUS,1975-04-01,29.415398428,15.612298144
Australia,AUS,1975-07-01,29.089052823,16.267026399
Australia,AUS,1975-10-01,28.651475607,17.31135834
Australia,AUS,1976-01-01,29.922892658,17.362332029
Australia,AUS,1976-04-01,30.011282064,18.072654982
Australia,AUS,1976-07-01,30.254799843,18.552735226
Australia,AUS,1976-10-01,30.516988642,18.979942961
Australia,AUS,1977-01-01,30.35153162,19.509288677
Australia,AUS,1977-04-01,30.781759605,19.888687986
Australia,AUS,1977-07-01,30.648877554,20.244677154
Australia,AUS,1977-10-01,30.554330684,20.537207159
Australia,AUS,1978-01-01,30.76626663,21.067163567
Australia,AUS,1978-04-01,31.0246815,21.51664648
Australia,AUS,1978-07-01,31.49662134,21.905081729
Australia,AUS,1978-10-01,31.752652675,22.299912178
Australia,AUS,1979-01-01,32.625622202,22.792390291
Australia,AUS,1979-04-01,32.101045974,23.521173861
Australia,AUS,1979-07-01,32.399385048,24.111541785
Australia,AUS,1979-10-01,33.022877959,24.600159701
Australia,AUS,1980-01-01,33.178602216,25.153619071
Australia,AUS,1980-04-01,33.260039646,25.657387387
Australia,AUS,1980-07-01,33.439400621,26.36361897
Australia,AUS,1980-10-01,34.013236562,27.106974448
Australia,AUS,1981-01-01,34.140557032,27.541658679
Australia,AUS,1981-04-01,34.671687979,28.127756162
Australia,AUS,1981-07-01,35.371255368,29.069066055
Australia,AUS,1981-10-01,35.225661133,30.017276739
Australia,AUS,1982-01-01,34.944602685,30.907080737
Australia,AUS,1982-04-01,35.254660803,31.803693238
Australia,AUS,1982-07-01,35.022266185,32.420720824
Australia,AUS,1982-10-01,34.458758894,33.464032513
Australia,AUS,1983-01-01,34.126851708,34.084644881
Australia,AUS,1983-04-01,34.056338811,34.522592281
Australia,AUS,1983-07-01,35.01054714,35.526630088
Australia,AUS,1983-10-01,35.602855474,35.901475128
Australia,AUS,1984-01-01,36.472448327,36.49655801
Australia,AUS,1984-04-01,36.899299638,36.898578847
Australia,AUS,1984-07-01,37.23994645,36.99853511
Australia,AUS,1984-10-01,37.464793209,37.383200353
Australia,AUS,1985-01-01,38.0161842,38.256224174
Australia,AUS,1985-04-01,38.864523869,38.883318917
Australia,AUS,1985-07-01,39.362881217,39.284481835
Australia,AUS,1985-10-01,39.253437255,40.156990195
Australia,AUS,1986-01-01,39.525160193,40.635571009
Australia,AUS,1986-04-01,39.455441808,41.436157554
Australia,AUS,1986-07-01,39.555748887,42.095627539
Australia,AUS,1986-10-01,40.215193444,42.785647372
Australia,AUS,1987-01-01,40.608079388,43.448552927
Australia,AUS,1987-04-01,41.256400783,44.37963083
Australia,AUS,1987-07-01,41.998871794,44.989338397
Australia,AUS,1987-10-01,42.84840323,45.417878647
Australia,AUS,1988-01-01,43.021209485,46.87266094
Australia,AUS,1988-04-01,43.067092525,47.981937299
Australia,AUS,1988-07-01,43.413896801,49.291270397
Australia,AUS,1988-10-01,44.118827142,50.086911287
Australia,AUS,1989-01-01,44.533164897,51.054116553
Australia,AUS,1989-04-01,45.499886782,51.914065979
Australia,AUS,1989-07-01,45.880457798,52.476426879
Australia,AUS,1989-10-01,45.756315373,53.542518424
Australia,AUS,1990-01-01,46.110468881,54.092863106
Australia,AUS,1990-04-01,46.173831174,55.042278275
Australia,AUS,1990-07-01,45.92614221,55.020505432
Australia,AUS,1990-10-01,46.175618825,55.377123541
Australia,AUS,1991-01-01,45.597611698,55.325464871
Australia,AUS,1991-04-01,45.519550942,55.448738418
Australia,AUS,1991-07-01,45.715795286,55.622032985
Australia,AUS,1991-10-01,45.74916477,56.095369911
Australia,AUS,1992-01-01,46.101530626,56.476555306
Australia,AUS,1992-04-01,46.435622718,56.283985257
Australia,AUS,1992-07-01,46.892466839,56.271870144
Australia,AUS,1992-10-01,47.870113258,56.236357904
Australia,AUS,1993-01-01,48.201424559,56.80206872
Australia,AUS,1993-04-01,48.481489868,57.046413889
Australia,AUS,1993-07-01,48.542865882,56.90043071
Australia,AUS,1993-10-01,49.426362687,57.061171382
Australia,AUS,1994-01-01,50.247688965,57.271527182
Australia,AUS,1994-04-01,50.847545158,57.325908241
Australia,AUS,1994-07-01,51.236259916,58.571775694
Australia,AUS,1994-10-01,51.799171324,57.636285093
Australia,AUS,1995-01-01,51.757260842,58.700782537
Australia,AUS,1995-04-01,52.001970389,59.214343362
Australia,AUS,1995-07-01,53.187381568,59.153773103
Australia,AUS,1995-10-01,53.198306101,60.298757303
Australia,AUS,1996-01-01,54.022214542,60.132609521
Australia,AUS,1996-04-01,54.376765305,60.701698804
Australia,AUS,1996-07-01,54.813150755,60.524110018
Australia,AUS,1996-10-01,55.318857334,60.814658511
Australia,AUS,1997-01-01,55.694462652,60.948837495
Australia,AUS,1997-04-01,57.363532716,60.665644078
Australia,AUS,1997-07-01,57.429874427,61.004523385
Australia,AUS,1997-10-01,58.278611353,61.715126949
Australia,AUS,1998-01-01,58.659579624,61.766255348
Australia,AUS,1998-04-01,59.229840263,61.67887024
Australia,AUS,1998-07-01,60.34434129,61.609536666
Australia,AUS,1998-10-01,61.291200388,61.8045582
Australia,AUS,1999-01-01,61.74506509,61.928920398
Australia,AUS,1999-04-01,61.961768106,62.066582344
Australia,AUS,1999-07-01,62.667492959,62.476005197
Australia,AUS,1999-10-01,63.734124667,62.52485205
Australia,AUS,2000-01-01,63.974861656,64.170537853
Australia,AUS,2000-04-01,64.58683415,64.386084399
Australia,AUS,2000-07-01,64.764804729,65.812236908
Australia,AUS,2000-10-01,64.520095182,65.723911779
Australia,AUS,2001-01-01,65.13266356,66.919612612
Australia,AUS,2001-04-01,65.709081664,67.013290186
Australia,AUS,2001-07-01,66.467244277,67.636629469
Australia,AUS,2001-10-01,67.257385978,67.745680433
Australia,AUS,2002-01-01,67.788914181,68.71403892
Australia,AUS,2002-04-01,68.965188478,68.69986545
Australia,AUS,2002-07-01,69.125679804,69.462631344
Australia,AUS,2002-10-01,69.699118489,70.040962733
Australia,AUS,2003-01-01,69.857822164,70.667016554
Australia,AUS,2003-04-01,70.155763982,71.063918751
Australia,AUS,2003-07-01,71.320915118,71.504361223
Australia,AUS,2003-10-01,72.573263893,72.019305067
Australia,AUS,2004-01-01,73.093470307,72.90480633
Australia,AUS,2004-04-01,73.629765579,73.50165079
Australia,AUS,2004-07-01,74.137061181000007,74.031338949
Australia,AUS,2004-10-01,74.696000032,74.749122548
Australia,AUS,2005-01-01,75.299828783,75.5398449
Australia,AUS,2005-04-01,75.650804244,76.77294983
Australia,AUS,2005-07-01,76.445117131,77.744611583
Australia,AUS,2005-10-01,77.097609712,78.789170386
Australia,AUS,2006-01-01,77.148061193,79.671178707
Australia,AUS,2006-04-01,77.353243792,80.510715371
Australia,AUS,2006-07-01,78.51541551,81.621361601
Australia,AUS,2006-10-01,79.479952488,82.795087886
Australia,AUS,2007-01-01,80.565851101,83.751559737
Australia,AUS,2007-04-01,81.106317558,84.403792484
Australia,AUS,2007-07-01,82.062313538,84.747810326
Australia,AUS,2007-10-01,82.34674866,86.036643043
Australia,AUS,2008-01-01,83.23342351,87.36374052
Australia,AUS,2008-04-01,83.48905759,89.340018388
Australia,AUS,2008-07-01,84.073420809,91.512324162
Australia,AUS,2008-10-01,83.691459398,92.066069644
Australia,AUS,2009-01-01,84.542182603,91.538317045
Australia,AUS,2009-04-01,85.091388687,89.643955291
Australia,AUS,2009-07-01,85.393700318,89.624197009
Australia,AUS,2009-10-01,86.073603547,90.931140118
Australia,AUS,2010-01-01,86.46092791,92.646437696
Australia,AUS,2010-04-01,86.982524719,95.33860969
Australia,AUS,2010-07-01,87.611181955,96.035248726
Australia,AUS,2010-10-01,88.315317785,96.954668832
Australia,AUS,2011-01-01,88.125826789,98.769679183
Australia,AUS,2011-04-01,89.167232756,100.063836756
Australia,AUS,2011-07-01,90.410444648,100.441843136
Australia,AUS,2011-10-01,91.383919881,99.605934272
Australia,AUS,2012-01-01,92.309923052,98.882836856
Australia,AUS,2012-04-01,92.955860913,99.577092231
Australia,AUS,2012-07-01,93.534463923,99.18326618
Australia,AUS,2012-10-01,93.905898056,99.17897343
Australia,AUS,2013-01-01,94.406043055,99.63239218
Australia,AUS,2013-04-01,94.779860722,100.323529086
Australia,AUS,2013-07-01,95.530475475,100.59448975
Australia,AUS,2013-10-01,96.295788692,101.339200423
Australia,AUS,2014-01-01,97.05812249,101.362919387
Australia,AUS,2014-04-01,97.562240046,100.705672578
Australia,AUS,2014-07-01,97.946783619,100.30531746
Australia,AUS,2014-10-01,98.313450683,100.564302153
Australia,AUS,2015-01-01,99.287919055,100.324781839
Australia,AUS,2015-04-01,99.40729441,99.95798071
Australia,AUS,2015-07-01,100.37361904,100.119928959
Australia,AUS,2015-10-01,101.008235112,99.559466896
Australia,AUS,2016-01-01,101.949334001,99.229401328
Australia,AUS,2016-04-01,102.600634815,99.742394078
Australia,AUS,2016-07-01,102.606990907,101.032349121
Australia,AUS,2016-10-01,103.803127992,103.209405284
Australia,AUS,2017-01-01,104.14317892,104.733945676
Australia,AUS,2017-04-01,104.790904432,104.076797228
Australia,AUS,2017-07-01,105.742331971,104.481781652
Australia,AUS,2017-10-01,106.21804574,104.661117796
Australia,AUS,2018-01-01,107.325793419,105.607410528
Australia,AUS,2018-04-01,108.129640444,106.226825714
Australia,AUS,2018-07-01,108.543779571,107.451886996
Australia,AUS,2018-10-01,108.797824627,108.307471411
Australia,AUS,2019-01-01,109.547644869,109.175548799
Australia,AUS,2019-04-01,109.848764733,110.506582154
Australia,AUS,2019-07-01,110.366388985,111.437492063
Australia,AUS,2019-10-01,110.936848252,110.721779364
Australia,AUS,2020-01-01,110.678433382,111.464421326
Australia,AUS,2020-04-01,103.29483925,110.844225194
Australia,AUS,2020-07-01,106.86239457800001,111.630674035
Australia,AUS,2020-10-01,110.601763021,112.985812715
Australia,AUS,2021-01-01,113.005160352,115.216711827
Australia,AUS,2021-04-01,113.999094257,118.27422053
Australia,AUS,2021-07-01,111.963158501,119.809766827
Australia,AUS,2021-10-01,116.109714095,119.582728043
Australia,AUS,2022-01-01,117.159859689,123.719626389
Australia,AUS,2022-04-01,118.209806656,128.328123908
Australia,AUS,2022-07-01,118.366325424,129.274168662
Australia,AUS,2022-10-01,119.157658892,130.391399022
Australia,AUS,2023-01-01,119.793466732,132.292681729
Australia,AUS,2023-04-01,120.422521223,131.040620175
Australia,AUS,2023-07-01,120.835865839,132.255484283
Australia,AUS,2023-10-01,121.105006614,134.136329764
Australia,AUS,2024-01-01,121.323497281,135.510388565
Australia,AUS,2024-04-01,121.59601473,135.450382507
Austria,AUT,1988-01-01,56.4375774,59.397114244
Austria,AUT,1988-04-01,57.473297967,59.835445135
Austria,AUT,1988-07-01,58.428081372,60.309400628
Austria,AUT,1988-10-01,59.119460698,60.787621033
Austria,AUT,1989-01-01,59.606096448,61.236473656
Austria,AUT,1989-04-01,59.889612429,61.670135068
Austria,AUT,1989-07-01,60.38615598,62.086653083
Austria,AUT,1989-10-01,61.171415075,62.492557476
Austria,AUT,1990-01-01,61.925264291,62.950326892
Austria,AUT,1990-04-01,62.592907052,63.474810049
Austria,AUT,1990-07-01,63.110151436,64.02078888
Austria,AUT,1990-10-01,63.541667855,64.602551086
Austria,AUT,1991-01-01,63.981824221,65.204558084
Austria,AUT,1991-04-01,64.565443579,65.765045896
Austria,AUT,1991-07-01,65.281537163,66.307694182
Austria,AUT,1991-10-01,65.680950025,66.882401128
Austria,AUT,1992-01-01,65.93297033,67.474322154
Austria,AUT,1992-04-01,66.248901469,68.054130929
Austria,AUT,1992-07-01,66.30131679,68.615863228
Austria,AUT,1992-10-01,66.100776892,69.143376943
Austria,AUT,1993-01-01,65.94247832,69.609704331
Austria,AUT,1993-04-01,66.318712247,70.037257515
Austria,AUT,1993-07-01,66.994869306,70.453971332
Austria,AUT,1993-10-01,67.465642614,70.862151128
Austria,AUT,1994-01-01,67.682555448,71.293012195
Austria,AUT,1994-04-01,67.799126572,71.766316284
Austria,AUT,1994-07-01,68.413889357,72.24275132
Austria,AUT,1994-10-01,69.337527717,72.64490132
Austria,AUT,1995-01-01,69.917314388,72.979595863
Austria,AUT,1995-04-01,70.213794723,73.241271666
Austria,AUT,1995-07-01,70.373048519,73.407203654
Austria,AUT,1995-10-01,70.61567521,73.55754416
Austria,AUT,1996-01-01,71.081721067,73.807450301
Austria,AUT,1996-04-01,71.6271552,73.910565453
Austria,AUT,1996-07-01,72.066926136,73.940106781
Austria,AUT,1996-10-01,72.064624761,74.14077666
Austria,AUT,1997-01-01,72.985624789,74.274345022
Austria,AUT,1997-04-01,72.791718234,74.709983384
Austria,AUT,1997-07-01,73.378613599,75.109938862
Austria,AUT,1997-10-01,74.091105872,75.375366491
Austria,AUT,1998-01-01,75.052795018,75.114561833
Austria,AUT,1998-04-01,75.775079292,75.316987933
Austria,AUT,1998-07-01,75.914954893,75.466565845
Austria,AUT,1998-10-01,76.597657316,75.030214503
Austria,AUT,1999-01-01,77.269253837,76.174242727
Austria,AUT,1999-04-01,78.042391663,75.649752542
Austria,AUT,1999-07-01,79.207897223,75.454899268
Austria,AUT,1999-10-01,79.914483279,74.417815372
Austria,AUT,2000-01-01,79.920005978,76.654387496
Austria,AUT,2000-04-01,80.907751568,76.219294023
Austria,AUT,2000-07-01,81.874446383,76.582220581
Austria,AUT,2000-10-01,82.490835731,76.344159632
Austria,AUT,2001-01-01,82.299169318,77.306096541
Austria,AUT,2001-04-01,82.122952371,78.115954862
Austria,AUT,2001-07-01,82.307710481,78.211494845
Austria,AUT,2001-10-01,82.640665876,78.14772025
Austria,AUT,2002-01-01,83.545975245,77.844106921
Austria,AUT,2002-04-01,83.641423836,78.654460979
Austria,AUT,2002-07-01,83.683948577,79.040560395
Austria,AUT,2002-10-01,83.362869812,79.62514043
Austria,AUT,2003-01-01,83.625720441,79.98346681
Austria,AUT,2003-04-01,84.233931395,79.899863771
Austria,AUT,2003-07-01,84.927346427,79.418707832
Austria,AUT,2003-10-01,85.149352684,79.907354139
Austria,AUT,2004-01-01,85.314611655,80.867027972
Austria,AUT,2004-04-01,86.205362347,80.769000917
Austria,AUT,2004-07-01,87.208169272,81.092963835
Austria,AUT,2004-10-01,87.519386214,81.80401442
Austria,AUT,2005-01-01,87.805041398,81.971009288
Austria,AUT,2005-04-01,88.306584853,82.874662824
Austria,AUT,2005-07-01,88.617990303,84.308165297
Austria,AUT,2005-10-01,89.908329239,83.597094595
Austria,AUT,2006-01-01,90.791638079,84.448391841
Austria,AUT,2006-04-01,91.187121658,84.933798355
Austria,AUT,2006-07-01,91.777629781,85.097991817
Austria,AUT,2006-10-01,93.043123931,85.02205835
Austria,AUT,2007-01-01,94.173868788,86.103305116
Austria,AUT,2007-04-01,95.08402916,86.238051676
Austria,AUT,2007-07-01,95.62003872,86.75908274
Austria,AUT,2007-10-01,95.529359283,88.015753886
Austria,AUT,2008-01-01,97.584138473,87.111975943
Austria,AUT,2008-04-01,97.189282712,88.661353374
Austria,AUT,2008-07-01,96.610587743,89.097417598
Austria,AUT,2008-10-01,94.248914018,88.824599679
Austria,AUT,2009-01-01,93.009082888,88.76834139
Austria,AUT,2009-04-01,92.63545313,90.153055537
Austria,AUT,2009-07-01,93.094428217,90.382043718
Austria,AUT,2009-10-01,93.111649699,90.502647122
Austria,AUT,2010-01-01,92.855867688,90.418115661
Austria,AUT,2010-04-01,94.184344483,91.042594872
Austria,AUT,2010-07-01,95.192626576,90.698653194
Austria,AUT,2010-10-01,96.096335669,90.929486284
Austria,AUT,2011-01-01,97.128662063,92.511954615
Austria,AUT,2011-04-01,97.094526638,92.419529499
Austria,AUT,2011-07-01,97.660118449,92.861672344
Austria,AUT,2011-10-01,97.984623893,91.959498443
Austria,AUT,2012-01-01,98.302117079,93.144541785
Austria,AUT,2012-04-01,98.113525335,94.138977631
Austria,AUT,2012-07-01,98.265567773,94.651187666
Austria,AUT,2012-10-01,97.714014645,95.34178771
Austria,AUT,2013-01-01,97.468041892,95.169367582
Austria,AUT,2013-04-01,97.689830919,95.747053488
Austria,AUT,2013-07-01,97.980903835,96.243279023
Austria,AUT,2013-10-01,98.142675848,96.494362256
Austria,AUT,2014-01-01,98.091396097,96.390030721
Austria,AUT,2014-04-01,98.594886937,97.668354843
Austria,AUT,2014-07-01,98.774776166,98.347848184
Austria,AUT,2014-10-01,99.301373965,98.786647302
Austria,AUT,2015-01-01,99.188283842,98.853801981
Austria,AUT,2015-04-01,99.794178228,99.704330225
Austria,AUT,2015-07-01,100.113865103,100.358190455
Austria,AUT,2015-10-01,100.656018705,101.0663615
Austria,AUT,2016-01-01,101.645382843,102.032383622
Austria,AUT,2016-04-01,101.73268552,101.777758832
Austria,AUT,2016-07-01,102.288300061,101.797508964
Austria,AUT,2016-10-01,102.759158326,101.601574945
Austria,AUT,2017-01-01,103.809902024,101.660689608
Austria,AUT,2017-04-01,104.222391278,102.890593515
Austria,AUT,2017-07-01,104.815954199,103.338171484
Austria,AUT,2017-10-01,105.377478203,103.306751842
Austria,AUT,2018-01-01,105.826886308,104.418176835
Austria,AUT,2018-04-01,106.749907426,104.137230511
Austria,AUT,2018-07-01,107.270365869,104.839868345
Austria,AUT,2018-10-01,108.31851868,105.185871221
Austria,AUT,2019-01-01,109.190152476,105.054822034
Austria,AUT,2019-04-01,108.844278081,105.806861162
Austria,AUT,2019-07-01,109.068181944,106.7343198
Austria,AUT,2019-10-01,108.686503113,107.095148603
Austria,AUT,2020-01-01,106.365089952,107.788267091
Austria,AUT,2020-04-01,93.620628464,108.940724755
Austria,AUT,2020-07-01,104.411449204,109.36592206
Austria,AUT,2020-10-01,103.022992861,109.607408178
Austria,AUT,2021-01-01,101.491429374,108.853547134
