reference_area,ref_area,time,series,value
Australia,AUS,2023-01-01,real_surplus_def,113.92709768241505
Australia,AUS,2023-01-01,real_surplus_cpi,118.78985055350206
Australia,AUS,2023-01-01,real_taxes_def,101.01396565647858
Australia,AUS,2023-01-01,real_taxes_cpi,105.32554702305757
Australia,AUS,2023-04-01,real_labor_comp_def,108.91009163684733
Australia,AUS,2023-04-01,real_labor_comp_cpi,111.55849270662597
Australia,AUS,2023-04-01,real_surplus_def,111.88781453594079
Australia,AUS,2023-04-01,real_surplus_cpi,114.60862583321021
Australia,AUS,2023-04-01,real_taxes_def,102.44558077510916
Australia,AUS,2023-04-01,real_taxes_cpi,104.93678229409771
Australia,AUS,2023-07-01,real_labor_comp_def,110.81995100433831
Australia,AUS,2023-07-01,real_labor_comp_cpi,113.21240451484394
Australia,AUS,2023-07-01,real_surplus_def,109.99556759156583
Australia,AUS,2023-07-01,real_surplus_cpi,112.37022377431583
Australia,AUS,2023-07-01,real_taxes_def,105.74837638319072
Australia,AUS,2023-07-01,real_taxes_cpi,108.0313414270783
Australia,AUS,2023-10-01,real_labor_comp_def,111.03049404556322
Australia,AUS,2023-10-01,real_labor_comp_cpi,114.36434644020959
Australia,AUS,2023-10-01,real_surplus_def,110.06689249085584
Australia,AUS,2023-10-01,real_surplus_cpi,113.37181134451187
Australia,AUS,2023-10-01,real_taxes_def,105.50624678327702
Australia,AUS,2023-10-01,real_taxes_cpi,108.67422560307978
Australia,AUS,2024-01-01,real_labor_comp_def,110.95635262098216
Australia,AUS,2024-01-01,real_labor_comp_cpi,114.36634513492821
Australia,AUS,2024-01-01,real_surplus_def,110.5686683010373
Australia,AUS,2024-01-01,real_surplus_cpi,113.96674621435385
Australia,AUS,2024-01-01,real_taxes_def,106.06289525239652
Australia,AUS,2024-01-01,real_taxes_cpi,109.32249842314567
Australia,AUS,2024-04-01,real_labor_comp_def,111.98452845618748
Australia,AUS,2024-04-01,real_labor_comp_cpi,114.2112900716088
Australia,AUS,2024-04-01,real_surplus_def,110.26807351233685
Australia,AUS,2024-04-01,real_surplus_cpi,112.46070419881416
Australia,AUS,2024-04-01,real_taxes_def,105.14641486526004
Australia,AUS,2024-04-01,real_taxes_cpi,107.23720368983174
Austria,AUT,2019-01-01,real_labor_comp_def,100
Austria,AUT,2019-01-01,real_labor_comp_cpi,100
Austria,AUT,2019-01-01,real_surplus_def,100
Austria,AUT,2019-01-01,real_surplus_cpi,100
Austria,AUT,2019-01-01,real_taxes_def,100
Austria,AUT,2019-01-01,real_taxes_cpi,100
Austria,AUT,2019-04-01,real_labor_comp_def,100.46725399565564
Austria,AUT,2019-04-01,real_labor_comp_cpi,100.36430780656653
Austria,AUT,2019-04-01,real_surplus_def,99.1402186021917
Austria,AUT,2019-04-01,real_surplus_cpi,99.03863219184751
Austria,AUT,2019-04-01,real_taxes_def,98.35332291060108
Austria,AUT,2019-04-01,real_taxes_cpi,98.2525428118603
Austria,AUT,2019-07-01,real_labor_comp_def,100.29878481972538
Austria,AUT,2019-07-01,real_labor_comp_cpi,101.10585414173501
Austria,AUT,2019-07-01,real_surplus_def,99.95308577141677
Austria,AUT,2019-07-01,real_surplus_cpi,100.75737337381693
Austria,AUT,2019-07-01,real_taxes_def,98.09712752043347
Austria,AUT,2019-07-01,real_taxes_cpi,98.88648087442783
Austria,AUT,2019-10-01,real_labor_comp_def,101.20644626198832
Austria,AUT,2019-10-01,real_labor_comp_cpi,101.47756053421007
Austria,AUT,2019-10-01,real_surplus_def,98.37347322825643
Austria,AUT,2019-10-01,real_surplus_cpi,98.63699846390361
Austria,AUT,2019-10-01,real_taxes_def,96.74349293174814
Austria,AUT,2019-10-01,real_taxes_cpi,97.0026517368156
Austria,AUT,2020-01-01,real_labor_comp_def,99.34911674128651
Austria,AUT,2020-01-01,real_labor_comp_cpi,100.06125154436849
Austria,AUT,2020-01-01,real_surplus_def,96.86906891558192
Austria,AUT,2020-01-01,real_surplus_cpi,97.5634267275046
Austria,AUT,2020-01-01,real_taxes_def,91.62728923838202
Austria,AUT,2020-01-01,real_taxes_cpi,92.28407395594151
Austria,AUT,2020-04-01,real_labor_comp_def,95.52852897930141
Austria,AUT,2020-04-01,real_labor_comp_cpi,97.24197723069831
Austria,AUT,2020-04-01,real_surplus_def,90.80614753347295
Austria,AUT,2020-04-01,real_surplus_cpi,92.43489275094647
Austria,AUT,2020-04-01,real_taxes_def,31.984575746737377
Austria,AUT,2020-04-01,real_taxes_cpi,32.5582673545794
Austria,AUT,2020-07-01,real_labor_comp_def,97.42656757655872
Austria,AUT,2020-07-01,real_labor_comp_cpi,99.22930332625728
Austria,AUT,2020-07-01,real_surplus_def,99.80566463432942
Austria,AUT,2020-07-01,real_surplus_cpi,101.6524220859593
Austria,AUT,2020-07-01,real_taxes_def,75.52584626196179
Austria,AUT,2020-07-01,real_taxes_cpi,76.92334128277
Austria,AUT,2020-10-01,real_labor_comp_def,98.77735093793355
Austria,AUT,2020-10-01,real_labor_comp_cpi,100.15947244561639
Austria,AUT,2020-10-01,real_surplus_def,102.31365921699584
Austria,AUT,2020-10-01,real_surplus_cpi,103.74526178166067
Austria,AUT,2020-10-01,real_taxes_def,52.25123042729557
Austria,AUT,2020-10-01,real_taxes_cpi,52.98234488512138
Austria,AUT,2021-01-01,real_labor_comp_def,98.86915618467246
Austria,AUT,2021-01-01,real_labor_comp_cpi,99.23448685189938
Austria,AUT,2021-01-01,real_surplus_def,99.04841321987973
Austria,AUT,2021-01-01,real_surplus_cpi,99.4144062584144
Austria,AUT,2021-01-01,real_taxes_def,50.91180710863256
Austria,AUT,2021-01-01,real_taxes_cpi,51.09993093995142
Austria,AUT,2021-04-01,real_labor_comp_def,100.89897111649226
Austria,AUT,2021-04-01,real_labor_comp_cpi,100.95566511264404
Austria,AUT,2021-04-01,real_surplus_def,104.20930460060032
Austria,AUT,2021-04-01,real_surplus_cpi,104.26785863587573
Austria,AUT,2021-04-01,real_taxes_def,61.26614175468745
Austria,AUT,2021-04-01,real_taxes_cpi,61.30056651012787
Austria,AUT,2021-07-01,real_labor_comp_def,101.45590629737708
Austria,AUT,2021-07-01,real_labor_comp_cpi,101.87815831025944
Austria,AUT,2021-07-01,real_surplus_def,103.478456342906
Austria,AUT,2021-07-01,real_surplus_cpi,103.90912606017886
Austria,AUT,2021-07-01,real_taxes_def,89.62898072214657
Austria,AUT,2021-07-01,real_taxes_cpi,90.00200994147649
Austria,AUT,2021-10-01,real_labor_comp_def,100.9763863372434
Austria,AUT,2021-10-01,real_labor_comp_cpi,102.23603159354953
Austria,AUT,2021-10-01,real_surplus_def,105.30299706404766
Austria,AUT,2021-10-01,real_surplus_cpi,106.61661528250461
Austria,AUT,2021-10-01,real_taxes_def,86.05894630883746
Austria,AUT,2021-10-01,real_taxes_cpi,87.13250169552542
Austria,AUT,2022-01-01,real_labor_comp_def,103.99092818725538
Austria,AUT,2022-01-01,real_labor_comp_cpi,101.96105885828759
Austria,AUT,2022-01-01,real_surplus_def,103.91737430964065
Austria,AUT,2022-01-01,real_surplus_cpi,101.88894072860586
Austria,AUT,2022-01-01,real_taxes_def,81.00630874705035
Austria,AUT,2022-01-01,real_taxes_cpi,79.42509176548403
Austria,AUT,2022-04-01,real_labor_comp_def,103.78553632148322
