reference_area,ref_area,series,decade,var,value
Euro area (20 countries),EA20,lab_comp,2010-19,mean,1273729.585
Euro area (20 countries),EA20,lab_comp,2010-19,sd,100478.95202279558
Euro area (20 countries),EA20,lab_comp,2020-,mean,1606667.2611111111
Euro area (20 countries),EA20,lab_comp,2020-,sd,140378.84529060108
Euro area (20 countries),EA20,labor_share,1990-99,mean,0.48334064253438147
Euro area (20 countries),EA20,labor_share,1990-99,sd,0.005338436649024462
Euro area (20 countries),EA20,labor_share,2000-09,mean,0.4717945190121175
Euro area (20 countries),EA20,labor_share,2000-09,sd,0.007735757081049332
Euro area (20 countries),EA20,labor_share,2010-19,mean,0.47716699060505696
Euro area (20 countries),EA20,labor_share,2010-19,sd,0.002273859181795557
Euro area (20 countries),EA20,labor_share,2020-,mean,0.4823056404563625
Euro area (20 countries),EA20,labor_share,2020-,sd,0.008052887295567353
Euro area (20 countries),EA20,pc_lab_comp,1990-99,mean,3.2478596938580875
Euro area (20 countries),EA20,pc_lab_comp,1990-99,sd,1.5294279883736805
Euro area (20 countries),EA20,pc_lab_comp,2000-09,mean,3.5200161510018737
Euro area (20 countries),EA20,pc_lab_comp,2000-09,sd,1.5846538682334879
Euro area (20 countries),EA20,pc_lab_comp,2010-19,mean,2.570535349563311
Euro area (20 countries),EA20,pc_lab_comp,2010-19,sd,1.123444044304024
Euro area (20 countries),EA20,pc_lab_comp,2020-,mean,4.7304007927005784
Euro area (20 countries),EA20,pc_lab_comp,2020-,sd,4.343793329910294
Euro area (20 countries),EA20,pc_profits,1990-99,mean,3.7023150232042044
Euro area (20 countries),EA20,pc_profits,1990-99,sd,1.2412959095920615
Euro area (20 countries),EA20,pc_profits,2000-09,mean,3.6072724426541427
Euro area (20 countries),EA20,pc_profits,2000-09,sd,3.8964653884911113
Euro area (20 countries),EA20,pc_profits,2010-19,mean,2.4165732558129887
Euro area (20 countries),EA20,pc_profits,2010-19,sd,1.6666531073896913
Euro area (20 countries),EA20,pc_profits,2020-,mean,5.485387363078531
Euro area (20 countries),EA20,pc_profits,2020-,sd,6.759567678520667
Euro area (20 countries),EA20,pc_rgdp,1990-99,mean,2.5308640076956905
Euro area (20 countries),EA20,pc_rgdp,1990-99,sd,0.7709171917333227
Euro area (20 countries),EA20,pc_rgdp,2000-09,mean,1.4121269246712482
Euro area (20 countries),EA20,pc_rgdp,2000-09,sd,2.395841731306968
Euro area (20 countries),EA20,pc_rgdp,2010-19,mean,1.4118236635338832
Euro area (20 countries),EA20,pc_rgdp,2010-19,sd,1.1390824768747394
Euro area (20 countries),EA20,pc_rgdp,2020-,mean,1.0576441731760782
Euro area (20 countries),EA20,pc_rgdp,2020-,sd,5.764213628313148
Euro area (20 countries),EA20,pc_taxes,1990-99,mean,6.9568141805800465
Euro area (20 countries),EA20,pc_taxes,1990-99,sd,1.9817621698444974
Euro area (20 countries),EA20,pc_taxes,2000-09,mean,2.797383805551433
Euro area (20 countries),EA20,pc_taxes,2000-09,sd,4.03924608507637
Euro area (20 countries),EA20,pc_taxes,2010-19,mean,3.640528132488221
Euro area (20 countries),EA20,pc_taxes,2010-19,sd,1.7748019538522548
Euro area (20 countries),EA20,pc_taxes,2020-,mean,3.417564338710698
Euro area (20 countries),EA20,pc_taxes,2020-,sd,16.324970929303202
Euro area (20 countries),EA20,profits,1990-99,mean,635977.945
Euro area (20 countries),EA20,profits,1990-99,sd,34056.687552767304
Euro area (20 countries),EA20,profits,2000-09,mean,879327.84
Euro area (20 countries),EA20,profits,2000-09,sd,103063.44300103998
Euro area (20 countries),EA20,profits,2010-19,mean,1091466.9525
Euro area (20 countries),EA20,profits,2010-19,sd,77757.5070272169
Euro area (20 countries),EA20,profits,2020-,mean,1380680.4055555556
Euro area (20 countries),EA20,profits,2020-,sd,146617.07514237243
Euro area (20 countries),EA20,rgdp_index,1990-99,mean,83.3916098434
Euro area (20 countries),EA20,rgdp_index,1990-99,sd,3.1883670183643718
Euro area (20 countries),EA20,rgdp_index,2000-09,mean,98.4018237169
Euro area (20 countries),EA20,rgdp_index,2000-09,sd,4.806853793340616
Euro area (20 countries),EA20,rgdp_index,2010-19,mean,107.91182164165
Euro area (20 countries),EA20,rgdp_index,2010-19,sd,4.587591960015759
Euro area (20 countries),EA20,rgdp_index,2020-,mean,116.75662322416667
Euro area (20 countries),EA20,rgdp_index,2020-,sd,5.495095907847042
Euro area (20 countries),EA20,taxes,1990-99,mean,165829.4
Euro area (20 countries),EA20,taxes,1990-99,sd,16906.044927091672
Euro area (20 countries),EA20,taxes,2000-09,mean,234522.38
Euro area (20 countries),EA20,taxes,2000-09,sd,25590.96122094474
Euro area (20 countries),EA20,taxes,2010-19,mean,303914.8825
Euro area (20 countries),EA20,taxes,2010-19,sd,28813.13627191676
Euro area (20 countries),EA20,taxes,2020-,mean,347665.02222222224
Euro area (20 countries),EA20,taxes,2020-,sd,43752.36898638351
European Union (27 countries from 01/02/2020),EU27_2020,contr_relative,1990-99,mean,7.370273692009783
European Union (27 countries from 01/02/2020),EU27_2020,contr_relative,1990-99,sd,24.331130821044475
European Union (27 countries from 01/02/2020),EU27_2020,contr_relative,2000-09,mean,0.3946583147117575
European Union (27 countries from 01/02/2020),EU27_2020,contr_relative,2000-09,sd,1.5737911880163533
European Union (27 countries from 01/02/2020),EU27_2020,contr_relative,2010-19,mean,-2.730246545457709
European Union (27 countries from 01/02/2020),EU27_2020,contr_relative,2010-19,sd,20.562723146405062
European Union (27 countries from 01/02/2020),EU27_2020,contr_relative,2020-,mean,3.691391710334133
European Union (27 countries from 01/02/2020),EU27_2020,contr_relative,2020-,sd,8.108183071070181
European Union (27 countries from 01/02/2020),EU27_2020,contr_total,1990-99,mean,1.4561103023557218
European Union (27 countries from 01/02/2020),EU27_2020,contr_total,1990-99,sd,1.1330452904571258
European Union (27 countries from 01/02/2020),EU27_2020,contr_total,2000-09,mean,2.1248536304704353
European Union (27 countries from 01/02/2020),EU27_2020,contr_total,2000-09,sd,0.8496787360847528
European Union (27 countries from 01/02/2020),EU27_2020,contr_total,2010-19,mean,1.2713386516332041
European Union (27 countries from 01/02/2020),EU27_2020,contr_total,2010-19,sd,0.40170109245471636
European Union (27 countries from 01/02/2020),EU27_2020,contr_total,2020-,mean,4.068141946295156
European Union (27 countries from 01/02/2020),EU27_2020,contr_total,2020-,sd,1.845849772568595
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_labor_cost,1990-99,mean,0.4453640292433129
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_labor_cost,1990-99,sd,0.809397398389015
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_labor_cost,2000-09,mean,1.0074470791092467
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_labor_cost,2000-09,sd,0.5802523315367012
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_labor_cost,2010-19,mean,0.5730448523470276
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_labor_cost,2010-19,sd,0.3622689473934918
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_labor_cost,2020-,mean,1.8537009726931952
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_labor_cost,2020-,sd,1.3606463802640292
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_profit,1990-99,mean,0.48967224321590674
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_profit,1990-99,sd,0.553207859400363
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_profit,2000-09,mean,0.9531629766381201
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_profit,2000-09,sd,0.8014752025716502
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_profit,2010-19,mean,0.439914143844941
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_profit,2010-19,sd,0.37199985655907375
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_profit,2020-,mean,1.9219415943003333
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_profit,2020-,sd,1.246640771702871
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_tax,1990-99,mean,0.5210740298965022
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_tax,1990-99,sd,0.2237683720207633
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_tax,2000-09,mean,0.16424357472306853
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_tax,2000-09,sd,0.2862339154482049
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_tax,2010-19,mean,0.25837965544123564
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_tax,2010-19,sd,0.19697569810305357
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_tax,2020-,mean,0.2924993793016269
European Union (27 countries from 01/02/2020),EU27_2020,contr_unit_tax,2020-,sd,1.1730276078130315
European Union (27 countries from 01/02/2020),EU27_2020,gdp,1990-99,mean,1717741.27
European Union (27 countries from 01/02/2020),EU27_2020,gdp,1990-99,sd,99230.28126801079
European Union (27 countries from 01/02/2020),EU27_2020,gdp,2000-09,mean,2375964.37
European Union (27 countries from 01/02/2020),EU27_2020,gdp,2000-09,sd,275602.38176010124
European Union (27 countries from 01/02/2020),EU27_2020,gdp,2010-19,mean,3082001.06
European Union (27 countries from 01/02/2020),EU27_2020,gdp,2010-19,sd,251565.51790057705
European Union (27 countries from 01/02/2020),EU27_2020,gdp,2020-,mean,3920013.561111111
European Union (27 countries from 01/02/2020),EU27_2020,gdp,2020-,sd,395765.1604084558
European Union (27 countries from 01/02/2020),EU27_2020,inflation_cpi,1990-99,mean,NA
European Union (27 countries from 01/02/2020),EU27_2020,inflation_cpi,1990-99,sd,NA
European Union (27 countries from 01/02/2020),EU27_2020,inflation_cpi,2000-09,mean,2.5067599710112445
European Union (27 countries from 01/02/2020),EU27_2020,inflation_cpi,2000-09,sd,0.8893279835845146
European Union (27 countries from 01/02/2020),EU27_2020,inflation_cpi,2010-19,mean,1.4101667020961306
European Union (27 countries from 01/02/2020),EU27_2020,inflation_cpi,2010-19,sd,0.947250047626077
European Union (27 countries from 01/02/2020),EU27_2020,inflation_cpi,2020-,mean,4.565568840515371
European Union (27 countries from 01/02/2020),EU27_2020,inflation_cpi,2020-,sd,3.556834241029772
European Union (27 countries from 01/02/2020),EU27_2020,inflation_def,1990-99,mean,1.4324428943738774
European Union (27 countries from 01/02/2020),EU27_2020,inflation_def,1990-99,sd,1.1382399673827694
European Union (27 countries from 01/02/2020),EU27_2020,inflation_def,2000-09,mean,2.1027220196123597
European Union (27 countries from 01/02/2020),EU27_2020,inflation_def,2000-09,sd,0.8719069834786183
European Union (27 countries from 01/02/2020),EU27_2020,inflation_def,2010-19,mean,1.2627095229447627
European Union (27 countries from 01/02/2020),EU27_2020,inflation_def,2010-19,sd,0.39831622930188354
European Union (27 countries from 01/02/2020),EU27_2020,inflation_def,2020-,mean,3.8983154298899834
European Union (27 countries from 01/02/2020),EU27_2020,inflation_def,2020-,sd,1.9280049884837855
European Union (27 countries from 01/02/2020),EU27_2020,lab_comp,1990-99,mean,822847.675
European Union (27 countries from 01/02/2020),EU27_2020,lab_comp,1990-99,sd,41018.669462265665
European Union (27 countries from 01/02/2020),EU27_2020,lab_comp,2000-09,mean,1110501.7625
European Union (27 countries from 01/02/2020),EU27_2020,lab_comp,2000-09,sd,119889.6620666423
European Union (27 countries from 01/02/2020),EU27_2020,lab_comp,2010-19,mean,1453324.265
European Union (27 countries from 01/02/2020),EU27_2020,lab_comp,2010-19,sd,122112.5503490237
European Union (27 countries from 01/02/2020),EU27_2020,lab_comp,2020-,mean,1861292.5055555557
European Union (27 countries from 01/02/2020),EU27_2020,lab_comp,2020-,sd,168346.43819042252
European Union (27 countries from 01/02/2020),EU27_2020,labor_share,1990-99,mean,0.4792492892725431
European Union (27 countries from 01/02/2020),EU27_2020,labor_share,1990-99,sd,0.004910082184632623
European Union (27 countries from 01/02/2020),EU27_2020,labor_share,2000-09,mean,0.4678854583869774
European Union (27 countries from 01/02/2020),EU27_2020,labor_share,2000-09,sd,0.007728601718752995
European Union (27 countries from 01/02/2020),EU27_2020,labor_share,2010-19,mean,0.471477772893476
European Union (27 countries from 01/02/2020),EU27_2020,labor_share,2010-19,sd,0.002411712842048309
European Union (27 countries from 01/02/2020),EU27_2020,labor_share,2020-,mean,0.475399206939413
European Union (27 countries from 01/02/2020),EU27_2020,labor_share,2020-,sd,0.008568620641519618
European Union (27 countries from 01/02/2020),EU27_2020,pc_lab_comp,1990-99,mean,3.52549773859053
European Union (27 countries from 01/02/2020),EU27_2020,pc_lab_comp,1990-99,sd,1.4039357298301565
European Union (27 countries from 01/02/2020),EU27_2020,pc_lab_comp,2000-09,mean,3.7269557264453788
European Union (27 countries from 01/02/2020),EU27_2020,pc_lab_comp,2000-09,sd,2.079661475992362
European Union (27 countries from 01/02/2020),EU27_2020,pc_lab_comp,2010-19,mean,2.821874034043285
European Union (27 countries from 01/02/2020),EU27_2020,pc_lab_comp,2010-19,sd,1.122078373068454
European Union (27 countries from 01/02/2020),EU27_2020,pc_lab_comp,2020-,mean,5.0099305390645315
European Union (27 countries from 01/02/2020),EU27_2020,pc_lab_comp,2020-,sd,4.2657479968678595
European Union (27 countries from 01/02/2020),EU27_2020,pc_profits,1990-99,mean,3.8007172081354206
European Union (27 countries from 01/02/2020),EU27_2020,pc_profits,1990-99,sd,1.3361468867757271
European Union (27 countries from 01/02/2020),EU27_2020,pc_profits,2000-09,mean,3.910751196105126
European Union (27 countries from 01/02/2020),EU27_2020,pc_profits,2000-09,sd,4.175092140755153
European Union (27 countries from 01/02/2020),EU27_2020,pc_profits,2010-19,mean,2.681620606756816
European Union (27 countries from 01/02/2020),EU27_2020,pc_profits,2010-19,sd,1.8026309858567022
European Union (27 countries from 01/02/2020),EU27_2020,pc_profits,2020-,mean,5.81250087598291
European Union (27 countries from 01/02/2020),EU27_2020,pc_profits,2020-,sd,6.618994111869078
European Union (27 countries from 01/02/2020),EU27_2020,pc_rgdp,1990-99,mean,2.5825552988081366
European Union (27 countries from 01/02/2020),EU27_2020,pc_rgdp,1990-99,sd,0.7068160668110083
European Union (27 countries from 01/02/2020),EU27_2020,pc_rgdp,2000-09,mean,1.558508964750119
European Union (27 countries from 01/02/2020),EU27_2020,pc_rgdp,2000-09,sd,2.369517446337434
European Union (27 countries from 01/02/2020),EU27_2020,pc_rgdp,2010-19,mean,1.592960249639401
European Union (27 countries from 01/02/2020),EU27_2020,pc_rgdp,2010-19,sd,1.1527158426423576
European Union (27 countries from 01/02/2020),EU27_2020,pc_rgdp,2020-,mean,1.1722669319445589
European Union (27 countries from 01/02/2020),EU27_2020,pc_rgdp,2020-,sd,5.544426953218692
European Union (27 countries from 01/02/2020),EU27_2020,pc_taxes,1990-99,mean,7.311320084074341
European Union (27 countries from 01/02/2020),EU27_2020,pc_taxes,1990-99,sd,2.015032080761011
European Union (27 countries from 01/02/2020),EU27_2020,pc_taxes,2000-09,mean,2.994760191677563
European Union (27 countries from 01/02/2020),EU27_2020,pc_taxes,2000-09,sd,4.415435007846908
European Union (27 countries from 01/02/2020),EU27_2020,pc_taxes,2010-19,mean,3.8292947551902223
European Union (27 countries from 01/02/2020),EU27_2020,pc_taxes,2010-19,sd,2.021247337886497
European Union (27 countries from 01/02/2020),EU27_2020,pc_taxes,2020-,mean,3.9816728714100393
European Union (27 countries from 01/02/2020),EU27_2020,pc_taxes,2020-,sd,16.36934680777095
European Union (27 countries from 01/02/2020),EU27_2020,profits,1990-99,mean,704000.775
European Union (27 countries from 01/02/2020),EU27_2020,profits,1990-99,sd,38735.76330763513
European Union (27 countries from 01/02/2020),EU27_2020,profits,2000-09,mean,991110.9299999999
European Union (27 countries from 01/02/2020),EU27_2020,profits,2000-09,sd,125993.91184906452
European Union (27 countries from 01/02/2020),EU27_2020,profits,2010-19,mean,1265562.9025
European Union (27 countries from 01/02/2020),EU27_2020,profits,2010-19,sd,95063.71293274435
European Union (27 countries from 01/02/2020),EU27_2020,profits,2020-,mean,1634403.8777777778
European Union (27 countries from 01/02/2020),EU27_2020,profits,2020-,sd,178659.6681453235
European Union (27 countries from 01/02/2020),EU27_2020,rgdp_index,1990-99,mean,81.31285060045
European Union (27 countries from 01/02/2020),EU27_2020,rgdp_index,1990-99,sd,3.156449197525052
European Union (27 countries from 01/02/2020),EU27_2020,rgdp_index,2000-09,mean,96.64465531415
European Union (27 countries from 01/02/2020),EU27_2020,rgdp_index,2000-09,sd,5.16188217561386
European Union (27 countries from 01/02/2020),EU27_2020,rgdp_index,2010-19,mean,107.77436564065
European Union (27 countries from 01/02/2020),EU27_2020,rgdp_index,2010-19,sd,5.1589029851465344
European Union (27 countries from 01/02/2020),EU27_2020,rgdp_index,2020-,mean,118.24841991761112
European Union (27 countries from 01/02/2020),EU27_2020,rgdp_index,2020-,sd,5.51430627056954
European Union (27 countries from 01/02/2020),EU27_2020,taxes,1990-99,mean,190892.835
European Union (27 countries from 01/02/2020),EU27_2020,taxes,1990-99,sd,20263.158899687227
European Union (27 countries from 01/02/2020),EU27_2020,taxes,2000-09,mean,274351.685
European Union (27 countries from 01/02/2020),EU27_2020,taxes,2000-09,sd,32044.25399016859
European Union (27 countries from 01/02/2020),EU27_2020,taxes,2010-19,mean,363113.8975
European Union (27 countries from 01/02/2020),EU27_2020,taxes,2010-19,sd,35184.618554597946
European Union (27 countries from 01/02/2020),EU27_2020,taxes,2020-,mean,424317.19444444444
European Union (27 countries from 01/02/2020),EU27_2020,taxes,2020-,sd,54825.00958583079
Finland,FIN,contr_relative,1990-99,mean,-0.08932382884751651
Finland,FIN,contr_relative,1990-99,sd,6.861891389685325
Finland,FIN,contr_relative,2000-09,mean,0.14040438457130228
Finland,FIN,contr_relative,2000-09,sd,3.126505584592636
Finland,FIN,contr_relative,2010-19,mean,-0.4166162956332651
Finland,FIN,contr_relative,2010-19,sd,10.693548865140249
Finland,FIN,contr_relative,2020-,mean,0.1880262433197283
Finland,FIN,contr_relative,2020-,sd,4.369171887216688
Finland,FIN,contr_total,1990-99,mean,2.0128978190412665
Finland,FIN,contr_total,1990-99,sd,1.382148047648219
Finland,FIN,contr_total,2000-09,mean,1.704853371855466
Finland,FIN,contr_total,2000-09,sd,1.2202175621512261
Finland,FIN,contr_total,2010-19,mean,1.6599366436626197
Finland,FIN,contr_total,2010-19,sd,1.0153355905054438
Finland,FIN,contr_total,2020-,mean,3.267670332179831
Finland,FIN,contr_total,2020-,sd,1.8483794741826427
Finland,FIN,contr_unit_labor_cost,1990-99,mean,0.1826932771764088
Finland,FIN,contr_unit_labor_cost,1990-99,sd,1.7862493569105853
Finland,FIN,contr_unit_labor_cost,2000-09,mean,1.08152132898021
Finland,FIN,contr_unit_labor_cost,2000-09,sd,1.290509101583735
Finland,FIN,contr_unit_labor_cost,2010-19,mean,0.5387407279790056
Finland,FIN,contr_unit_labor_cost,2010-19,sd,1.0714800609937785
Finland,FIN,contr_unit_labor_cost,2020-,mean,1.7488805109502374
Finland,FIN,contr_unit_labor_cost,2020-,sd,1.2847812054266023
Finland,FIN,contr_unit_profit,1990-99,mean,1.612649491996728
Finland,FIN,contr_unit_profit,1990-99,sd,2.2191471193644747
Finland,FIN,contr_unit_profit,2000-09,mean,0.510923452926194
Finland,FIN,contr_unit_profit,2000-09,sd,1.5965439189065087
Finland,FIN,contr_unit_profit,2010-19,mean,0.6324831264064437
Finland,FIN,contr_unit_profit,2010-19,sd,0.7655409968602351
Finland,FIN,contr_unit_profit,2020-,mean,1.2938137478941498
Finland,FIN,contr_unit_profit,2020-,sd,0.957543027973099
Finland,FIN,contr_unit_tax,1990-99,mean,0.2175550498681299
Finland,FIN,contr_unit_tax,1990-99,sd,0.47972387959858404
Finland,FIN,contr_unit_tax,2000-09,mean,0.11240858994906182
Finland,FIN,contr_unit_tax,2000-09,sd,0.4045892170933314
Finland,FIN,contr_unit_tax,2010-19,mean,0.4887127892771703
Finland,FIN,contr_unit_tax,2010-19,sd,0.47815683452604263
Finland,FIN,contr_unit_tax,2020-,mean,0.22497607333544378
Finland,FIN,contr_unit_tax,2020-,sd,0.6788514987633235
Finland,FIN,gdp,1990-99,mean,24935.8275
Finland,FIN,gdp,1990-99,sd,3648.76394687209
Finland,FIN,gdp,2000-09,mean,41011.7
Finland,FIN,gdp,2000-09,sd,4700.956483143644
Finland,FIN,gdp,2010-19,mean,52914.25
Finland,FIN,gdp,2010-19,sd,3869.247702338438
Finland,FIN,gdp,2020-,mean,64586.61111111111
Finland,FIN,gdp,2020-,sd,4031.177015957862
Finland,FIN,inflation_cpi,1990-99,mean,1.744275521590589
Finland,FIN,inflation_cpi,1990-99,sd,1.2467552691717085
Finland,FIN,inflation_cpi,2000-09,mean,1.703540461808926
Finland,FIN,inflation_cpi,2000-09,sd,1.3555802384158742
Finland,FIN,inflation_cpi,2010-19,mean,1.2944716762699604
Finland,FIN,inflation_cpi,2010-19,sd,1.0906333008155877
Finland,FIN,inflation_cpi,2020-,mean,3.7714988127727334
Finland,FIN,inflation_cpi,2020-,sd,3.0383452836174762
Finland,FIN,inflation_def,1990-99,mean,1.8073424456797602
Finland,FIN,inflation_def,1990-99,sd,1.3551018669142725
Finland,FIN,inflation_def,2000-09,mean,1.6114302953344781
Finland,FIN,inflation_def,2000-09,sd,1.1921814649194435
Finland,FIN,inflation_def,2010-19,mean,1.6099963497923417
Finland,FIN,inflation_def,2010-19,sd,1.0089061094467526
Finland,FIN,inflation_def,2020-,mean,3.209224895882295
Finland,FIN,inflation_def,2020-,sd,1.8694152632529866
Finland,FIN,lab_comp,1990-99,mean,12416.4
Finland,FIN,lab_comp,1990-99,sd,1209.5031995590543
Finland,FIN,lab_comp,2000-09,mean,19255.35
Finland,FIN,lab_comp,2000-09,sd,2410.831674244069
Finland,FIN,lab_comp,2010-19,mean,25652.275
Finland,FIN,lab_comp,2010-19,sd,1385.3739657579827
Finland,FIN,lab_comp,2020-,mean,30728
Finland,FIN,lab_comp,2020-,sd,2167.183914126131
Finland,FIN,labor_share,1990-99,mean,0.5018006507860225
Finland,FIN,labor_share,1990-99,sd,0.03446519284309018
Finland,FIN,labor_share,2000-09,mean,0.46906025350672653
Finland,FIN,labor_share,2000-09,sd,0.010909709605975964
Finland,FIN,labor_share,2010-19,mean,0.4854802899917197
Finland,FIN,labor_share,2010-19,sd,0.01134989064328468
Finland,FIN,labor_share,2020-,mean,0.47555794981605476
Finland,FIN,labor_share,2020-,sd,0.006259336873327093
Finland,FIN,pc_lab_comp,1990-99,mean,2.331360724117488
Finland,FIN,pc_lab_comp,1990-99,sd,4.951170970790774
Finland,FIN,pc_lab_comp,2000-09,mean,4.318741917738133
Finland,FIN,pc_lab_comp,2000-09,sd,2.3585552733432538
Finland,FIN,pc_lab_comp,2010-19,mean,2.223556562961468
Finland,FIN,pc_lab_comp,2010-19,sd,1.6732714936788995
Finland,FIN,pc_lab_comp,2020-,mean,3.6625334844020827
Finland,FIN,pc_lab_comp,2020-,sd,4.36153635917269
Finland,FIN,pc_profits,1990-99,mean,6.202631277160941
Finland,FIN,pc_profits,1990-99,sd,8.027959418360206
Finland,FIN,pc_profits,2000-09,mean,3.3708222319406236
Finland,FIN,pc_profits,2000-09,sd,7.270316667389178
Finland,FIN,pc_profits,2010-19,mean,2.8179070784164875
Finland,FIN,pc_profits,2010-19,sd,3.047525442593523
Finland,FIN,pc_profits,2020-,mean,3.220531244113849
Finland,FIN,pc_profits,2020-,sd,3.1250935654271053
Finland,FIN,pc_rgdp,1990-99,mean,2.0233754248067037
Finland,FIN,pc_rgdp,1990-99,sd,4.306322296068193
Finland,FIN,pc_rgdp,2000-09,mean,2.0974819005162546
Finland,FIN,pc_rgdp,2000-09,sd,3.9016645844044113
Finland,FIN,pc_rgdp,2010-19,mean,1.1507313003401387
Finland,FIN,pc_rgdp,2010-19,sd,1.9273056100919317
Finland,FIN,pc_rgdp,2020-,mean,-0.008589745787744185
Finland,FIN,pc_rgdp,2020-,sd,2.9685811091860477
Finland,FIN,pc_taxes,1990-99,mean,3.9663070572126826
Finland,FIN,pc_taxes,1990-99,sd,7.458469565651818
Finland,FIN,pc_taxes,2000-09,mean,2.990681093204258
Finland,FIN,pc_taxes,2000-09,sd,3.605566453825934
Finland,FIN,pc_taxes,2010-19,mean,4.96835774113582
Finland,FIN,pc_taxes,2010-19,sd,4.613054329055429
Finland,FIN,pc_taxes,2020-,mean,1.7695519521744012
Finland,FIN,pc_taxes,2020-,sd,7.976945300262356
Finland,FIN,profits,1990-99,mean,9639.4525
Finland,FIN,profits,1990-99,sd,2106.014569188593
Finland,FIN,profits,2000-09,mean,17117.65
Finland,FIN,profits,2000-09,sd,1938.5010141991884
Finland,FIN,profits,2010-19,mean,20257.225
Finland,FIN,profits,2010-19,sd,1834.6791725055475
Finland,FIN,profits,2020-,mean,25529.333333333332
Finland,FIN,profits,2020-,sd,1417.4210632653358
Finland,FIN,rgdp_index,1990-99,mean,67.516841744675
Finland,FIN,rgdp_index,1990-99,sd,6.346437864072422
Finland,FIN,rgdp_index,2000-09,mean,94.336463804575
Finland,FIN,rgdp_index,2000-09,sd,7.309122255244242
Finland,FIN,rgdp_index,2010-19,mean,102.771799117025
Finland,FIN,rgdp_index,2010-19,sd,3.2915502109246106
Finland,FIN,rgdp_index,2020-,mean,108.595210305
Finland,FIN,rgdp_index,2020-,sd,2.2263608470750977
Finland,FIN,taxes,1990-99,mean,2879.975
Finland,FIN,taxes,1990-99,sd,500.271335992164
Finland,FIN,taxes,2000-09,mean,4638.7
Finland,FIN,taxes,2000-09,sd,475.8784158444956
Finland,FIN,taxes,2010-19,mean,7004.75
Finland,FIN,taxes,2010-19,sd,765.7893112539305
Finland,FIN,taxes,2020-,mean,8329.277777777777
Finland,FIN,taxes,2020-,sd,551.7446985864935
France,FRA,contr_relative,1980-89,mean,1.07277300311165
France,FRA,contr_relative,1980-89,sd,0.7041130839604378
France,FRA,contr_relative,1990-99,mean,-7.3751702575471105
France,FRA,contr_relative,1990-99,sd,50.039587733492056
France,FRA,contr_relative,2000-09,mean,3.327761043441925
France,FRA,contr_relative,2000-09,sd,12.32126832630031
France,FRA,contr_relative,2010-19,mean,-0.9992454818327503
France,FRA,contr_relative,2010-19,sd,5.62258835046258
France,FRA,contr_relative,2020-,mean,1.7842356899027179
France,FRA,contr_relative,2020-,sd,4.780584676639589
France,FRA,contr_total,1980-89,mean,6.677853340619063
France,FRA,contr_total,1980-89,sd,3.5918277489029697
France,FRA,contr_total,1990-99,mean,1.4545434943254965
France,FRA,contr_total,1990-99,sd,0.8327636899450782
France,FRA,contr_total,2000-09,mean,1.7702970235760689
France,FRA,contr_total,2000-09,sd,0.791885747559892
France,FRA,contr_total,2010-19,mean,0.9128254938259955
France,FRA,contr_total,2010-19,sd,0.5251261699308551
France,FRA,contr_total,2020-,mean,3.314125406300154
France,FRA,contr_total,2020-,sd,1.6205706076280229
France,FRA,contr_unit_labor_cost,1980-89,mean,3.034101341087116
France,FRA,contr_unit_labor_cost,1980-89,sd,2.3857579717534705
France,FRA,contr_unit_labor_cost,1990-99,mean,0.7899139152691905
France,FRA,contr_unit_labor_cost,1990-99,sd,0.7169917968901799
France,FRA,contr_unit_labor_cost,2000-09,mean,1.0109023088649287
France,FRA,contr_unit_labor_cost,2000-09,sd,0.48651550779248387
France,FRA,contr_unit_labor_cost,2010-19,mean,0.37321679429737514
France,FRA,contr_unit_labor_cost,2010-19,sd,0.4402370863195706
France,FRA,contr_unit_labor_cost,2020-,mean,1.6744298224102114
France,FRA,contr_unit_labor_cost,2020-,sd,1.0212748770234001
France,FRA,contr_unit_profit,1980-89,mean,2.764820209646634
France,FRA,contr_unit_profit,1980-89,sd,1.1015156137168092
France,FRA,contr_unit_profit,1990-99,mean,0.34772999102676094
